Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
4doguR6c,20/06/2025,13:00,GEORGIA,GEORGIA: GEORGIAN CUP - 1/32-FINALS,Algeti Marneuli,Orbi,,,,,,,,20/06/2025 13:00
ll36HNEj,20/06/2025,14:00,GEORGIA,GEORGIA: GEORGIAN CUP - 1/32-FINALS,Samtskhe,Betlemi,,,,,,,,20/06/2025 14:00
bXPZN6yI,20/06/2025,16:15,ICELAND,ICELAND: DIVISION 1,Fylkir,Kopavogur,1.93,3.85,3.2,1.47,2.32,1.47,2.32,20/06/2025 16:15
fuTIRlxg,20/06/2025,16:15,ICELAND,ICELAND: DIVISION 1,Leiknir,Njardvik,3.35,3.7,1.91,1.47,2.35,1.44,2.42,20/06/2025 16:15
Ac2F2ZGF,20/06/2025,16:15,ICELAND,ICELAND: DIVISION 2,KFA,Dalvik/Reynir,,,,,,,,20/06/2025 16:15
4deO0DoS,20/06/2025,16:15,ICELAND,ICELAND: DIVISION 2,KFG Gardabaer,Vidir,2.35,3.25,2.67,1.65,1.98,,,20/06/2025 16:15
KjjfaHNr,20/06/2025,15:00,ICELAND,ICELAND: BESTA DEILD WOMEN,FHL W,Tindastoll W,,,,,,,,20/06/2025 15:00
lA6zqdw2,20/06/2025,15:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Fram W,Throttur W,5.4,4.7,1.4,,,,,20/06/2025 15:00
2BFAnnm1,20/06/2025,14:00,IRAQ,IRAQ: STARS LEAGUE,Al Karkh,Al Zawraa,4.45,3.0,1.8,2.35,1.47,,,20/06/2025 14:00
tdR1l8Il,20/06/2025,14:00,IRAQ,IRAQ: STARS LEAGUE,Naft Al-Basra,Al Shorta,,,,,,,,20/06/2025 14:00
vZeTevqe,20/06/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Drogheda,Sligo Rovers,1.8,3.4,4.5,1.9,1.9,1.8,1.95,20/06/2025 15:45
0lpxfID7,20/06/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Galway,St. Patricks,2.75,3.3,2.5,2.08,1.73,1.8,1.95,20/06/2025 15:45
2DQWFazR,20/06/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Shamrock Rovers,Cork City,1.27,5.25,9.0,1.7,2.1,2.2,1.62,20/06/2025 15:45
thPMF8gA,20/06/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Shelbourne,Derry City,2.55,2.9,2.9,2.6,1.48,2.1,1.67,20/06/2025 15:45
6oXNHL5E,20/06/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Waterford,Bohemians,4.2,3.8,1.8,1.85,1.95,1.8,1.95,20/06/2025 15:45
C6Gxz8IU,20/06/2025,12:00,LATVIA,LATVIA: LATVIAN CUP - 1/16-FINALS,Skanste,Alberts JDFS,3.95,3.5,1.75,1.7,1.93,,,20/06/2025 12:00
MuSsqoeo,20/06/2025,13:30,LATVIA,LATVIA: LATVIAN CUP - 1/16-FINALS,Union Daugava,JFK Ventspils,,,,,,,,20/06/2025 13:30
Ii3mQnSF,20/06/2025,10:00,LEBANON,LEBANON: PREMIER LEAGUE - LOSERS STAGE,Racing,Al Sahel,3.1,3.2,2.12,1.8,1.8,,,20/06/2025 10:00
OC6JG9mJ,20/06/2025,10:30,LEBANON,LEBANON: PREMIER LEAGUE - WINNERS STAGE,Al Hikma,Al Ahed,6.0,3.6,1.5,1.93,1.7,,,20/06/2025 10:30
YVoMtqCT,20/06/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Abi Al Ashar,Al Bashaer,,,,,,,,20/06/2025 12:30
4ExhyNZj,20/06/2025,15:30,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Al-Tirsana,Al Dahra,,,,,,,,20/06/2025 15:30
Y96cWA1e,20/06/2025,09:30,MOZAMBIQUE,MOZAMBIQUE: MOCAMBOLA,Ferroviario Nampula,Nacala,,,,,,,,20/06/2025 09:30
UmSwQL5s,20/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,Jangorzo,Liberte,,,,,,,,20/06/2025 12:15
QFLnOazf,20/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,US Gendarmerie,AS UAM,,,,,,,,20/06/2025 12:15
EZYKDcaK,20/06/2025,12:30,NIGER,NIGER: SUPER LIGUE,Espoir,Sahel,,,,,,,,20/06/2025 12:30
fDSPgx8l,20/06/2025,12:45,NIGER,NIGER: SUPER LIGUE,ASFAN,Urana,,,,,,,,20/06/2025 12:45
SQQXiGx1,20/06/2025,12:45,NIGER,NIGER: SUPER LIGUE,Olympic Niamey,Tahoua,,,,,,,,20/06/2025 12:45
fVqSxlne,20/06/2025,20:00,PERU,PERU: LIGA 1 - APERTURA,Alianza Huanuco,Cajamarca,1.62,3.7,5.5,1.75,2.05,1.8,1.91,20/06/2025 20:00
SrrzySG7,20/06/2025,23:00,PERU,PERU: LIGA 1 - APERTURA,U. de Deportes,AD Tarma,1.55,4.0,5.5,1.88,1.93,1.83,1.83,20/06/2025 23:00
E9VaEaXh,20/06/2025,11:00,SÃO TOMÉ AND PRÍNCIPE,SÃO TOMÉ AND PRÍNCIPE: CAMPEONATO NACIONAL,Alianca Nacional,Trindade,,,,,,,,20/06/2025 11:00
nNT7Cw25,20/06/2025,11:00,SÃO TOMÉ AND PRÍNCIPE,SÃO TOMÉ AND PRÍNCIPE: CAMPEONATO NACIONAL,Praia Cruz,CD Guadalupe,,,,,,,,20/06/2025 11:00
I1l1Uw6e,20/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Old Edwardians,Wilberforce Strikers,,,,,,,,20/06/2025 13:15
0IgDAmfM,20/06/2025,11:00,SUDAN,SUDAN: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Alamal Atbara,Al-Merreikh,,,,,,,,20/06/2025 11:00
4j04C9P9,20/06/2025,11:00,SUDAN,SUDAN: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Madani,Al Wadi,,,,,,,,20/06/2025 11:00
lC33kF2B,20/06/2025,20:00,SURINAME,SURINAME: SML,PVV,Flora,,,,,,,,20/06/2025 20:00
rJMJmR8K,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Al Jaish,Jableh,,,,,,,,20/06/2025 11:00
Y3Tjtq1f,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Al Taliya,Al Karamah,2.57,2.82,2.72,,,,,20/06/2025 11:00
fJHavNV6,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Al Wahda,Foutoua,,,,,,,,20/06/2025 11:00
fctPRqn1,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Al-Ittihad Aleppo,Tishreen,,,,,,,,20/06/2025 11:00
jPZXPNGD,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Hottin,Al Shorta,,,,,,,,20/06/2025 11:00
QwQrr5Ws,20/06/2025,11:00,SYRIA,SYRIA: PREMIER LEAGUE,Wathbah,Al-Shouleh,,,,,,,,20/06/2025 11:00
rFpitVu3,20/06/2025,12:00,TAJIKISTAN,TAJIKISTAN: VYSSHAYA LIGA,Istaravshan,Hulbuk,,,,,,,,20/06/2025 12:00
ARavOiFG,20/06/2025,11:00,TURKMENISTAN,TURKMENISTAN: YOKARY LIGA,Arkadag,FC Asgabat,,,,,,,,20/06/2025 11:00
xYo1ElKh,20/06/2025,20:00,USA,USA: USL CHAMPIONSHIP,Lexington,Colorado Springs,2.47,3.15,2.65,1.88,1.82,1.7,2.05,20/06/2025 20:00
Gh6ptJcR,20/06/2025,20:30,USA,USA: USL CHAMPIONSHIP,Hartford Athletic,Loudoun,2.77,3.45,2.22,1.82,1.9,1.7,2.05,20/06/2025 20:30
MgDyruTE,20/06/2025,20:30,USA,USA: USL CHAMPIONSHIP,North Carolina,Louisville City,3.15,3.3,2.1,1.87,1.83,1.7,2.02,20/06/2025 20:30
KAUk1zQs,20/06/2025,21:00,USA,USA: NWSL WOMEN,Kansas City Current W,Angel City W,1.4,4.15,6.4,1.75,1.85,,,20/06/2025 21:00
OvqK6d2K,20/06/2025,21:00,USA,USA: NWSL WOMEN,Racing Louisville W,Orlando Pride W,4.85,3.45,1.62,2.1,1.57,,,20/06/2025 21:00
SUxFBX4s,20/06/2025,12:00,UZBEKISTAN,UZBEKISTAN: SUPER LEAGUE,Mashal Muborak,Nasaf Qarshi,5.3,3.5,1.62,1.9,1.72,1.87,1.75,20/06/2025 12:00
02s0H2y3,20/06/2025,12:00,UZBEKISTAN,UZBEKISTAN: SUPER LEAGUE,Neftchi Fargona,Buxoro,1.7,3.55,4.6,1.72,1.9,1.7,1.93,20/06/2025 12:00
pdnrJ9pI,20/06/2025,05:00,WORLD,WORLD: CLUB FRIENDLY,Kaposvar (Hun),Szentlorinc (Hun),3.15,3.7,1.91,,,,,20/06/2025 05:00
vcEqogrT,21/06/2025,06:30,WORLD,WORLD: CLUB FRIENDLY,Termalica B-B. (Pol),Puszcza (Pol),,,,,,,,21/06/2025 06:30
hdMbZIzo,20/06/2025,11:00,WORLD,WORLD: CLUB FRIENDLY,Presov (Svk),L. Mikulas (Svk),1.98,3.55,3.1,,,,,20/06/2025 11:00
viBTMJFk,20/06/2025,11:30,WORLD,WORLD: CLUB FRIENDLY,Chrudim (Cze),Jablonec (Cze),4.05,3.85,1.65,1.52,2.22,,,20/06/2025 11:30
jq87C6Tg,20/06/2025,12:00,WORLD,WORLD: CLUB FRIENDLY,Odense (Den),Esbjerg (Den),,,,,,,,20/06/2025 12:00
82LCUBtI,20/06/2025,12:00,WORLD,WORLD: CLUB FRIENDLY,Ried (Aut),Slovan Bratislava (Svk),,,,,,,,20/06/2025 12:00
SrC0DxLb,20/06/2025,12:45,WORLD,WORLD: CLUB FRIENDLY,Mlada Boleslav (Cze),Vlasim (Cze),,,,,,,,20/06/2025 12:45
AHA87bbt,20/06/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Kaunitz (Ger),Verl (Ger),,,,,,,,20/06/2025 13:00
2ysWiRoC,20/06/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Ringsted (Den),Koge (Den),3.6,4.15,1.7,,,,,20/06/2025 13:00
jeG1bNid,20/06/2025,14:00,WORLD,WORLD: CLUB FRIENDLY,Oudenaarde (Bel),Waregem (Bel),,,,,,,,20/06/2025 14:00
OWjuUdY0,20/06/2025,14:00,WORLD,WORLD: CLUB FRIENDLY,Papenburg (Ger),Meppen (Ger),,,,,,,,20/06/2025 14:00
r3pvvSOj,20/06/2025,15:00,WORLD,WORLD: CLUB FRIENDLY,Mold Alexandra (Wal),St. Asaph (Wal),,,,,,,,20/06/2025 15:00
bgVJekr9,20/06/2025,15:30,WORLD,WORLD: CLUB FRIENDLY,Cambrian United (Wal),Canton Liberal (Wal),,,,,,,,20/06/2025 15:30
0IytOK7t,20/06/2025,15:45,WORLD,WORLD: CLUB FRIENDLY,Caerphilly (Wal),Caerau Ely (Wal),,,,,,,,20/06/2025 15:45
jkJDZU1c,20/06/2025,16:10,WORLD,WORLD: FRIENDLY INTERNATIONAL WOMEN,France W,Belgium W,,,,,,,,20/06/2025 16:10
