Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
K0kzt4Wb,06/05/2025,19:30,BRAZIL,BRAZIL 2,CRB,Cuiaba,2.2,3.1,3.5,2.4,1.53,2.1,1.67,06/05/2025 19:30
SQhrvr1B,06/05/2025,21:30,BRAZIL,BRAZIL 2,Athletic Club,Vila Nova FC,2.35,2.9,3.4,2.6,1.48,2.2,1.62,06/05/2025 21:30
lfdnrIid,06/05/2025,18:00,BRAZIL,BRAZIL: COPA DO BRASIL U17 - FINAL,Vasco U17,Bahia U17,,,,,,,,06/05/2025 18:00
h6BySX0M,06/05/2025,11:00,BULGARIA,BULGARIA: PARVA LIGA - RELEGATION GROUP,Krumovgrad,Lok. Plovdiv,3.7,2.75,2.3,2.7,1.44,2.2,1.62,06/05/2025 11:00
4Q6D2Q8L,06/05/2025,13:30,BULGARIA,BULGARIA: PARVA LIGA - RELEGATION GROUP,Septemvri Sofia,Slavia Sofia,2.35,3.5,2.88,2.05,1.75,1.83,1.83,06/05/2025 13:30
EsZmybee,06/05/2025,08:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Dynamik,Ngozi City,,,,,,,,06/05/2025 08:00
SS7Umyu1,06/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Musongati,Kayanza,,,,,,,,06/05/2025 10:00
Of1wnF9D,06/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Olympic S.,Bumamuru,,,,,,,,06/05/2025 10:00
M7xdZyQ7,06/05/2025,10:45,BURUNDI,BURUNDI: PRIMUS LEAGUE,Rukinzo,Vital'O,,,,,,,,06/05/2025 10:45
rsPjDRvo,06/05/2025,10:00,CAMEROON,CAMEROON: ELITE ONE,Canon Yaounde,Fortuna Mfou,,,,,,,,06/05/2025 10:00
Ag0oZ814,06/05/2025,10:00,CAMEROON,CAMEROON: ELITE ONE,Colombe,Yong Sports Academy,,,,,,,,06/05/2025 10:00
vJunIfac,06/05/2025,20:00,CANADA,CANADA: CHAMPIONSHIP - 1/8-FINALS,York Utd,FC Laval,,,,,,,,06/05/2025 20:00
QZ3TUXr3,06/05/2025,23:00,CANADA,CANADA: CHAMPIONSHIP - 1/8-FINALS,Pacific FC,Vancouver FC,,,,,,,,06/05/2025 23:00
YVijRSrJ,06/05/2025,08:00,CHINA,CHINA: SUPER LEAGUE,Meizhou Hakka,Shanghai Shenhua,5.0,5.5,1.48,1.4,2.88,1.57,2.25,06/05/2025 08:00
QPvxkWzQ,06/05/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Qingdao West Coast,Shenzhen Xinpengcheng,1.75,4.1,4.2,1.73,2.08,1.7,2.05,06/05/2025 08:35
n7BF4yTN,06/05/2025,21:00,COSTA RICA,COSTA RICA: PRIMERA DIVISION - CLAUSURA,San Carlos,AD Santos,2.0,3.2,3.8,2.1,1.7,1.91,1.8,06/05/2025 21:00
C2pB791S,06/05/2025,12:00,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC: COPA DE LA LDF - PLAY OFFS - SEMI-FINALS,Moca,Cibao,4.15,3.25,1.78,2.25,1.5,,,06/05/2025 12:00
8h8Y7d7K,06/05/2025,11:00,EGYPT,EGYPT: PREMIER LEAGUE - RELEGATION GROUP,Smouha,El Gaish,2.85,2.52,3.0,3.1,1.32,2.35,1.53,06/05/2025 11:00
Sxk52zVs,06/05/2025,14:00,EGYPT,EGYPT: PREMIER LEAGUE - RELEGATION GROUP,ZED,Al Ittihad,2.27,2.75,3.6,3.1,1.32,2.42,1.5,06/05/2025 14:00
zw5pDK4S,06/05/2025,03:30,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Ethio Electric,St. George,3.45,2.75,2.2,2.18,1.53,,,06/05/2025 03:30
fNoH7bSk,06/05/2025,09:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Ethiopia Nigd Bank,Welwalo Adigrat,1.57,3.45,5.4,2.22,1.52,,,06/05/2025 09:00
2mkP5xc2,06/05/2025,12:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Shire Endaselassie,Fasil Kenema,3.8,2.92,1.98,2.22,1.52,,,06/05/2025 12:00
ETctsS2n,06/05/2025,11:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,OLS Oulu,SJK Akatemia,2.85,3.7,2.05,,,,,06/05/2025 11:00
veklovad,06/05/2025,12:30,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Abo,P-Iirot Rauma,4.75,4.5,1.47,,,,,06/05/2025 12:30
61sz9si3,06/05/2025,12:30,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Ekenas,Inter Turku,8.25,5.1,1.26,,,,,06/05/2025 12:30
KtTtu6Xb,06/05/2025,12:30,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Huima / Urho,Haka,,,,,,,,06/05/2025 12:30
hbH0frxA,06/05/2025,12:30,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Lahden Reipas,Mikkeli,,,,,,,,06/05/2025 12:30
GY5tC73C,06/05/2025,13:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,HIFK,PuiU,1.42,4.4,5.5,,,,,06/05/2025 13:00
Y9x7SSmg,06/05/2025,13:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,HJS,SalPa,4.1,4.2,1.6,,,,,06/05/2025 13:00
2Tzq7LLF,06/05/2025,13:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Ilves 2,TPS,9.25,5.7,1.21,,,,,06/05/2025 13:00
lQA9hM6M,06/05/2025,13:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,Kiffen,JaPS,7.6,5.5,1.25,,,,,06/05/2025 13:00
YkEPFk4m,06/05/2025,13:00,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,LPS,Mariehamn,,,,,,,,06/05/2025 13:00
ln4lAoYO,06/05/2025,13:45,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,NiemU,HAPK,3.2,3.8,1.88,,,,,06/05/2025 13:45
I1xGawEk,06/05/2025,14:15,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,EsPa,PPJ,5.9,5.2,1.33,,,,,06/05/2025 14:15
AJ5fyEG7,06/05/2025,11:30,GABON,GABON: CHAMPIONNAT D1,Bitam,Bouenguidi,,,,,,,,06/05/2025 11:30
2g2nwzne,06/05/2025,11:30,GABON,GABON: CHAMPIONNAT D1,Dikaki,Centre Sportif Bendje,,,,,,,,06/05/2025 11:30
6R8wudHr,06/05/2025,11:30,GABON,GABON: CHAMPIONNAT D1,Oyem,Mangasport,,,,,,,,06/05/2025 11:30
jFrsaH8E,06/05/2025,12:00,GABON,GABON: CHAMPIONNAT D1,Mberi Sportif,FC Libreville,,,,,,,,06/05/2025 12:00
p238pL3c,06/05/2025,12:00,IRAQ,IRAQ: STARS LEAGUE,Al Naft,Duhok,,,,,,,,06/05/2025 12:00
6HiHraY9,06/05/2025,14:30,IRAQ,IRAQ: STARS LEAGUE,Al Talaba,Karbala,,,,,,,,06/05/2025 14:30
fPtoyYx9,06/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Avispa Fukuoka,Kashima Antlers,2.45,3.0,3.0,2.5,1.5,2.1,1.67,06/05/2025 02:00
lSgaDUp2,06/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Nagoya Grampus,Okayama,2.25,3.1,3.25,2.4,1.53,2.05,1.7,06/05/2025 02:00
hrkGDwuo,06/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Urawa Reds,Gamba Osaka,2.1,3.3,3.5,2.1,1.7,1.91,1.91,06/05/2025 02:00
rkFYRTae,06/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Vissel Kobe,Cerezo Osaka,1.9,3.4,4.1,2.1,1.7,1.95,1.8,06/05/2025 02:00
hYo2ysXi,06/05/2025,04:00,JAPAN,JAPAN: J1 LEAGUE,Kashiwa Reysol,Shimizu S-Pulse,2.1,3.25,3.5,2.35,1.57,2.0,1.75,06/05/2025 04:00
QopAZK14,06/05/2025,04:00,JAPAN,JAPAN: J1 LEAGUE,Verdy,Yokohama FC,2.5,2.88,3.2,2.88,1.4,2.2,1.62,06/05/2025 04:00
YqX62Xck,06/05/2025,01:00,JAPAN,JAPAN: J2 LEAGUE,Vegalta Sendai,Fujieda MYFC,1.85,3.4,4.33,2.1,1.7,1.91,1.8,06/05/2025 01:00
CjKYGWCr,06/05/2025,01:55,JAPAN,JAPAN: J2 LEAGUE,Toyama,V-Varen Nagasaki,3.25,3.25,2.2,1.95,1.85,1.73,2.0,06/05/2025 01:55
xEoy8gzS,06/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Hokkaido Consadole Sapporo,Iwata,2.38,3.4,2.8,1.85,1.95,1.67,2.1,06/05/2025 02:00
KhufOEK8,06/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Montedio Yamagata,Oita Trinita,2.25,3.2,3.3,2.35,1.57,2.0,1.73,06/05/2025 02:00
h0StFAse,06/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Renofa Yamaguchi,Mito,2.7,3.0,2.8,2.35,1.57,1.91,1.8,06/05/2025 02:00
hnm80BS1,06/05/2025,03:00,JAPAN,JAPAN: J2 LEAGUE,Blaublitz,Kofu,2.25,2.9,3.6,2.25,1.62,1.91,1.8,06/05/2025 03:00
tM8yyh4E,06/05/2025,03:00,JAPAN,JAPAN: J2 LEAGUE,Ehime,Iwaki,3.25,3.6,2.1,2.05,1.75,1.83,1.83,06/05/2025 03:00
lnCqZVYQ,06/05/2025,03:00,JAPAN,JAPAN: J2 LEAGUE,Kumamoto,Imabari,2.9,3.25,2.4,2.25,1.62,1.91,1.8,06/05/2025 03:00
QDQlDlC7,06/05/2025,03:50,JAPAN,JAPAN: J2 LEAGUE,Tokushima,Sagan Tosu,2.25,3.0,3.5,2.5,1.5,2.0,1.73,06/05/2025 03:50
t8T2MhkL,06/05/2025,04:00,JAPAN,JAPAN: J2 LEAGUE,Chiba,Omiya Ardija,2.2,3.5,3.1,1.85,1.95,1.67,2.1,06/05/2025 04:00
Q7yxidW8,06/05/2025,00:00,JAPAN,JAPAN: WE LEAGUE WOMEN,JEF United W,Omiya Ardija W,2.2,2.95,3.15,2.32,1.47,,,06/05/2025 00:00
YZH08BHd,06/05/2025,10:00,KOSOVO,KOSOVO: SUPERLIGA,Gjilani,Malisheva,,,,,,,,06/05/2025 10:00
QwzuNf4s,06/05/2025,11:35,KUWAIT,KUWAIT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Tadamon,Al Arabi,7.5,4.9,1.35,1.55,2.3,1.85,1.87,06/05/2025 11:35
b5mnLYYg,06/05/2025,14:10,KUWAIT,KUWAIT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Kuwait,Al Qadisiya,1.47,4.1,6.3,1.7,2.05,1.8,1.91,06/05/2025 14:10
E55ncVuR,06/05/2025,12:00,LATVIA,LATVIA: VIRSLIGA,Metta,Super Nova,3.0,3.25,2.12,1.8,1.8,,,06/05/2025 12:00
YknJi93l,06/05/2025,12:00,LATVIA,LATVIA: VIRSLIGA,Tukums 2000,FK Liepaja,3.6,3.5,1.83,1.7,1.93,,,06/05/2025 12:00
CWoVhCM5,06/05/2025,09:30,LEBANON,LEBANON: PREMIER LEAGUE - LOSERS STAGE,Al Riyadi Abbasiyah,Al Ghazieh,,,,,,,,06/05/2025 09:30
8buvijiI,06/05/2025,09:30,LEBANON,LEBANON: PREMIER LEAGUE - LOSERS STAGE,Al Sahel,Shabab Baalbeck,,,,,,,,06/05/2025 09:30
4ExhyNZj,06/05/2025,12:00,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Al Bashaer,Al-Tirsana,,,,,,,,06/05/2025 12:00
YVoMtqCT,06/05/2025,12:00,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Al Dahra,Abi Al Ashar,,,,,,,,06/05/2025 12:00
j97z5lsK,06/05/2025,12:30,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,Atmosfera,Banga,,,,,,,,06/05/2025 12:30
z1PmsokD,06/05/2025,13:00,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,Dainava Alytus,Zalgiris,,,,,,,,06/05/2025 13:00
6LXWpTkl,06/05/2025,13:00,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,Sveikata,Babrungas,,,,,,,,06/05/2025 13:00
8Q56U757,06/05/2025,13:30,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,Klaipedos FM,Jonava,,,,,,,,06/05/2025 13:30
voEkYk6r,06/05/2025,14:00,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,Sirijus,Transinvest,,,,,,,,06/05/2025 14:00
zXchhBcE,06/05/2025,14:30,LITHUANIA,LITHUANIA: LITHUANIAN CUP - 1/16-FINALS,VGTU Vilkai,Hegelmann,,,,,,,,06/05/2025 14:30
p8OS4h2E,06/05/2025,09:30,MALAWI,MALAWI: SUPER LEAGUE,MAFCO,Big Bullets,,,,,,,,06/05/2025 09:30
2ie8zNIi,06/05/2025,14:00,MALI,MALI: PREMIERE DIVISION,Onze Createurs,Stade Malien,5.1,2.77,1.8,2.2,1.53,,,06/05/2025 14:00
nqDLCJQp,06/05/2025,16:15,MALI,MALI: PREMIERE DIVISION,Diarra,Etoiles du Mande,2.25,2.95,3.05,2.25,1.5,,,06/05/2025 16:15
f35psDN9,06/05/2025,11:30,MAURITIUS,MAURITIUS: SUPER LEAGUE,Cercle De Joachim,Petite Riviere,,,,,,,,06/05/2025 11:30
E5LouihM,06/05/2025,11:30,MAURITIUS,MAURITIUS: SUPER LEAGUE,Pamplemousses,Chebel Citizens,,,,,,,,06/05/2025 11:30
pnenuBVb,06/05/2025,11:00,MOLDOVA,MOLDOVA: SUPER LIGA - RELEGATION GROUP,Dacia Buiucani,Saksan,,,,,,,,06/05/2025 11:00
ADpDTOoe,06/05/2025,12:00,NORTH MACEDONIA,NORTH MACEDONIA: 1. MFL,Vardar,Struga,,,,,,,,06/05/2025 12:00
bVA0F9S6,06/05/2025,15:15,NORTHERN IRELAND,NORTHERN IRELAND: NIFL CHAMPIONSHIP - RELEGATION - FINAL,Queens Univ.,Ballyclare,,,,,,,,06/05/2025 15:15
WdhbAFtJ,06/05/2025,14:00,NORWAY,NORWAY: NORWAY CUP WOMEN - 1/16-FINALS,Stromsgodset W,Honefoss W,,,,,,,,06/05/2025 14:00
lnz1jULF,06/05/2025,11:15,QATAR,QATAR: EMIR CUP - 1/8-FINALS,Al-Gharafa,Al Khor,1.4,4.9,6.1,1.42,2.65,1.62,2.15,06/05/2025 11:15
dCw9l8jS,06/05/2025,14:15,QATAR,QATAR: EMIR CUP - 1/8-FINALS,Al-Sadd,Al-Kharitiyath,1.12,7.8,18.0,1.22,3.85,1.82,1.9,06/05/2025 14:15
pWOnE415,06/05/2025,13:00,ROMANIA,ROMANIA: LIGA 2 - CHAMPIONSHIP GROUP,FC Arges,CSM Resita,1.82,3.55,4.2,2.15,1.65,2.02,1.72,06/05/2025 13:00
MyCvDPf5,06/05/2025,15:45,SAN MARINO,SAN MARINO: CAMPIONATO SAMMARINESE - PLAY OFFS - QUARTER-FINALS,Cosmos,Tre Penne,2.05,3.1,3.3,1.93,1.7,,,06/05/2025 15:45
jH3e9sfU,06/05/2025,15:45,SAN MARINO,SAN MARINO: CAMPIONATO SAMMARINESE - PLAY OFFS - QUARTER-FINALS,San Giovanni,Folgore,2.4,3.15,2.65,1.93,1.7,,,06/05/2025 15:45
fVe7Hl9k,06/05/2025,12:50,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Al Safa,Al Arabi,3.0,3.9,2.0,1.47,2.32,1.45,2.37,06/05/2025 12:50
lUlGFSw2,06/05/2025,13:35,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Al Jandal,Al Jabalain,3.1,3.15,2.22,2.27,1.5,2.0,1.65,06/05/2025 13:35
xjVAyA0L,06/05/2025,15:00,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Al Taee,Al Zulfi,1.65,3.65,4.75,1.82,1.78,1.82,1.8,06/05/2025 15:00
bJp0jYIc,06/05/2025,15:45,SCOTLAND,SCOTLAND: PREMIERSHIP - RELEGATION - QUARTER-FINALS,Partick Thistle,Ayr,2.9,3.25,2.5,2.08,1.73,1.8,1.95,06/05/2025 15:45
CCXbkWgm,06/05/2025,15:45,SCOTLAND,SCOTLAND: CHAMPIONSHIP - RELEGATION - SEMI-FINALS,Queen of South,Cove Rangers,2.3,3.25,2.7,1.98,1.83,1.8,1.91,06/05/2025 15:45
0Y3tXlvJ,06/05/2025,15:45,SCOTLAND,SCOTLAND: CHAMPIONSHIP - RELEGATION - SEMI-FINALS,Stenhousemuir,Airdrieonians,3.2,3.5,1.95,1.93,1.88,1.8,1.91,06/05/2025 15:45
KUh8tBUb,06/05/2025,15:45,SCOTLAND,SCOTLAND: LEAGUE ONE - RELEGATION - PLAY OFFS - SEMI-FINALS,Edinburgh City,East Fife,2.4,3.2,2.6,1.8,2.0,1.67,2.1,06/05/2025 15:45
nq9lMtqp,06/05/2025,15:45,SCOTLAND,SCOTLAND: LEAGUE ONE - RELEGATION - PLAY OFFS - SEMI-FINALS,Elgin City,Annan,2.88,3.25,2.2,1.9,1.9,1.73,2.0,06/05/2025 15:45
h4GmKr7c,06/05/2025,12:30,SLOVENIA,SLOVENIA: 2. SNL,Beltinci,Aluminij,,,,,,,,06/05/2025 12:30
Gnsr3ro1,06/05/2025,09:45,SOMALIA,SOMALIA: NATIONAL LEAGUE,Gaadiidka,Jazeera,,,,,,,,06/05/2025 09:45
WlnAs6fT,06/05/2025,14:30,SOUTH AFRICA,SOUTH AFRICA: PREMIERSHIP,Golden Arrows,Orlando Pirates,6.0,3.65,1.57,2.12,1.65,2.15,1.62,06/05/2025 14:30
Q7abAeYp,06/05/2025,19:00,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,Nacional Potosi (Bol),Guarani (Par),1.42,4.33,8.0,1.8,2.0,2.0,1.73,06/05/2025 19:00
xO4sAnv2,06/05/2025,19:00,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,Sp. Luqueno (Par),Godoy Cruz (Arg),3.25,3.0,2.3,2.5,1.5,2.1,1.67,06/05/2025 19:00
tGsoYbQi,06/05/2025,19:00,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,Vitoria (Bra),Defensa y Justicia (Arg),1.95,3.3,4.0,2.15,1.67,2.0,1.73,06/05/2025 19:00
UyESFHAN,06/05/2025,21:30,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,Boston River (Uru),Independiente (Arg),4.75,3.75,1.7,2.2,1.65,2.2,1.62,06/05/2025 21:30
AeZ1UGPG,06/05/2025,21:30,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,Corinthians (Bra),America De Cali (Col),1.57,3.4,7.0,2.2,1.65,2.2,1.62,06/05/2025 21:30
GEPGOoge,06/05/2025,23:00,SOUTH AMERICA,SOUTH AMERICA: COPA SUDAMERICANA,FBC Melgar (Per),Lanus (Arg),2.38,3.1,3.1,2.4,1.53,2.0,1.73,06/05/2025 23:00
pnwyKocC,06/05/2025,02:00,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Jeonbuk,Daejeon,2.05,3.4,3.6,2.08,1.73,1.83,1.83,06/05/2025 02:00
IayqIPRO,06/05/2025,04:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Jeju SK,Gangwon,2.25,3.25,3.25,2.15,1.67,1.83,1.83,06/05/2025 04:30
K0ToxTCt,06/05/2025,07:00,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Anyang,Seoul,4.2,3.3,1.91,2.2,1.65,2.0,1.73,06/05/2025 07:00
SQWgz7sg,06/05/2025,07:00,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Suwon FC,Daegu,2.25,3.4,3.1,1.8,2.0,1.62,2.2,06/05/2025 07:00
6wwjRRLP,06/05/2025,14:00,SWEDEN,SWEDEN: SUPERETTAN,Vasteras SK,Kalmar,2.55,3.3,2.7,1.93,1.93,1.7,2.05,06/05/2025 14:00
rmhgGnAO,06/05/2025,14:00,SWITZERLAND,SWITZERLAND: SUPER LEAGUE - RELEGATION GROUP,Yverdon,St. Gallen,2.5,3.7,2.5,1.57,2.35,1.5,2.5,06/05/2025 14:00
KIbuw51E,06/05/2025,10:00,UGANDA,UGANDA: PREMIER LEAGUE,Lugazi,URA SC,,,,,,,,06/05/2025 10:00
lU0yleN0,06/05/2025,10:00,UGANDA,UGANDA: PREMIER LEAGUE,Maroons,Police,,,,,,,,06/05/2025 10:00
hpxMkroK,06/05/2025,10:00,UGANDA,UGANDA: PREMIER LEAGUE,UPDF,Bright Stars,,,,,,,,06/05/2025 10:00
Sr2myqWQ,06/05/2025,10:00,UGANDA,UGANDA: PREMIER LEAGUE,Wakiso Giants,Mbarara City,1.75,3.35,4.25,2.12,1.57,,,06/05/2025 10:00
KfM0r0wf,06/05/2025,13:00,UGANDA,UGANDA: PREMIER LEAGUE,Express,Kitara,,,,,,,,06/05/2025 13:00
h4tjRjCs,06/05/2025,20:00,USA,USA: US OPEN CUP - 1/16-FINALS,DC United,Charleston,1.73,3.6,4.1,1.7,2.1,1.67,2.1,06/05/2025 20:00
EJUbPUtf,06/05/2025,20:00,USA,USA: US OPEN CUP - 1/16-FINALS,North Carolina,Charlotte,3.4,3.5,1.91,1.75,2.05,1.67,2.1,06/05/2025 20:00
APnXAVR0,06/05/2025,21:00,USA,USA: US OPEN CUP - 1/16-FINALS,Nashville SC,Chattanooga Red Wolves,1.08,12.0,23.0,1.33,3.25,2.75,1.4,06/05/2025 21:00
vTxlBvMq,06/05/2025,22:30,USA,USA: US OPEN CUP - 1/16-FINALS,Colorado Springs,New York Red Bulls,3.25,3.4,2.05,1.75,2.05,1.67,2.1,06/05/2025 22:30
rwou99dD,06/05/2025,23:00,USA,USA: US OPEN CUP - 1/16-FINALS,Tacoma Defiance,Portland Timbers,6.25,5.75,1.36,1.3,3.4,1.53,2.38,06/05/2025 23:00
bkNdNwug,06/05/2025,06:00,UZBEKISTAN,UZBEKISTAN: PRO LIGA,Jayxun,Olimpik-Mobiuz,,,,,,,,06/05/2025 06:00
8GMkbkg5,06/05/2025,07:00,WORLD,WORLD: FRIENDLY INTERNATIONAL,Hungary U16,Greece U16,,,,,,,,06/05/2025 07:00
vkONLni5,06/05/2025,11:30,WORLD,WORLD: FRIENDLY INTERNATIONAL,Finland U16,Ukraine U16,,,,,,,,06/05/2025 11:30
