Id,Date,Time,Country,League,HomeTeam,AwayTeam,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No
U5sK10Ic,23/04/2025,13:30,ITALY,ITALY 1,Cagliari,Fiorentina,3.1,3.1,2.45,2.2,1.67,1.91,1.91
boZzbIHM,23/04/2025,13:30,ITALY,ITALY 1,Genoa,Lazio,3.4,3.2,2.25,2.3,1.62,2.0,1.75
xhM2CHWF,23/04/2025,13:30,ITALY,ITALY 1,Parma,Juventus,4.75,3.6,1.75,2.03,1.87,1.91,1.91
EXFt5ZOk,23/04/2025,13:30,ITALY,ITALY 1,Torino,Udinese,2.4,2.9,3.4,2.5,1.53,2.0,1.75
