Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
CAfpIwLa,19/06/2025,18:00,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA - QUADRANGULAR,Deportes Tolima,Junior,1.91,3.2,4.33,2.3,1.6,2.0,1.73,19/06/2025 18:00
8xlgGHkC,19/06/2025,20:05,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA - QUADRANGULAR,Once Caldas,Atl. Nacional,3.5,3.1,2.25,2.25,1.62,1.91,1.8,19/06/2025 20:05
vcdxKajm,19/06/2025,22:15,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA - QUADRANGULAR,America De Cali,Ind. Medellin,1.91,3.25,4.2,2.25,1.62,2.0,1.73,19/06/2025 22:15
EZj1EeKO,19/06/2025,22:15,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA - QUADRANGULAR,Millonarios,Santa Fe,1.95,3.5,3.75,2.2,1.65,2.0,1.73,19/06/2025 22:15
vZPD4axo,19/06/2025,12:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Inter Turku,KTP,1.25,5.75,11.0,1.48,2.6,1.91,1.91,19/06/2025 12:00
YLfwlx0K,19/06/2025,12:30,FINLAND,FINLAND: YKKOSLIIGA,JaPS,Ekenas,3.45,3.5,1.95,1.53,2.18,1.47,2.32,19/06/2025 12:30
tS7iQY7D,19/06/2025,12:30,FINLAND,FINLAND: YKKOSLIIGA,JIPPO,TPS,2.57,3.5,2.4,1.65,1.98,1.57,2.12,19/06/2025 12:30
Gtb2rGNs,19/06/2025,12:30,FINLAND,FINLAND: YKKOSLIIGA,Lahti,Klubi 04,1.7,4.0,4.05,1.5,2.27,1.52,2.22,19/06/2025 12:30
dtuu0JFc,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Bombada,Banjul Utd,,,,,,,,19/06/2025 13:00
p2BMsx0T,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Dutch Lions,Marimoo,2.52,2.8,2.8,,,,,19/06/2025 13:00
tYdhxGNj,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Falcons,TMT,,,,,,,,19/06/2025 13:00
rwF5oK04,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Greater Tomorrow,BST Galaxy,,,,,,,,19/06/2025 13:00
46rmbcpA,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Hart Academy,Team Rhino,,,,,,,,19/06/2025 13:00
fHYAPxvo,19/06/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Real Banjul,Fortune,1.8,3.25,4.0,2.2,1.53,,,19/06/2025 13:00
rLuAvWgD,19/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,CI Kamsar,Sangaredi,,,,,,,,19/06/2025 13:00
6XeLom1t,19/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Horoya,Flamme Olympique,,,,,,,,19/06/2025 13:00
ngn1thP0,19/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Renaissance,Hafia,,,,,,,,19/06/2025 13:00
YPvATA7t,19/06/2025,16:15,ICELAND,ICELAND: DIVISION 1,Throttur,Fjolnir,1.45,4.8,5.2,1.32,2.85,1.45,2.37,19/06/2025 16:15
zP5QfKaM,19/06/2025,14:30,ICELAND,ICELAND: ICELANDIC CUP - QUARTER-FINALS,Vestmannaeyjar,Valur,3.75,3.45,1.8,,,,,19/06/2025 14:30
6qE9b20c,19/06/2025,17:00,ICELAND,ICELAND: ICELANDIC CUP - QUARTER-FINALS,Afturelding,Fram,3.05,3.2,2.12,1.52,2.2,,,19/06/2025 17:00
nyJZpZBd,19/06/2025,13:00,IRAQ,IRAQ: STARS LEAGUE,Al-Qassim,Diyala,1.95,3.05,3.7,2.22,1.52,,,19/06/2025 13:00
vV5L8x43,19/06/2025,15:30,IRAQ,IRAQ: STARS LEAGUE,Al Kahraba,Al Naft,2.52,2.8,2.8,,,,,19/06/2025 15:30
zcaU6GYF,19/06/2025,15:30,IRAQ,IRAQ: STARS LEAGUE,Al Quwa Al Jawiya,Erbil,2.05,2.95,3.5,2.32,1.47,,,19/06/2025 15:30
dnIh455d,19/06/2025,10:00,LEBANON,LEBANON: PREMIER LEAGUE - LOSERS STAGE,Al Ghazieh,Shabab Baalbeck,,,,,,,,19/06/2025 10:00
OhAvS8c3,19/06/2025,10:00,LEBANON,LEBANON: PREMIER LEAGUE - LOSERS STAGE,Al Riyadi Abbasiyah,Bourj FC,,,,,,,,19/06/2025 10:00
vTtsvh3F,19/06/2025,12:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Ahly Benghazi,Al Sadaqa,,,,,,,,19/06/2025 12:00
6qAUUmQ1,19/06/2025,12:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Tahaddi,Al Hilal Benghazi,,,,,,,,19/06/2025 12:00
AHGLW9ek,19/06/2025,15:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Nasr,Al Akhdar,,,,,,,,19/06/2025 15:00
8WAtkP0E,19/06/2025,13:30,LITHUANIA,LITHUANIA: A LYGA,FK Panevezys,Dainava Alytus,1.5,3.65,6.0,2.0,1.65,,,19/06/2025 13:30
tQIfRL87,19/06/2025,13:30,LITHUANIA,LITHUANIA: A LYGA,Suduva,Zalgiris,3.0,3.2,2.15,1.98,1.65,,,19/06/2025 13:30
Uoakm3VQ,19/06/2025,14:00,LITHUANIA,LITHUANIA: A LYGA,Dziugas Telsiai,Banga,2.45,2.8,2.9,2.32,1.47,,,19/06/2025 14:00
MN2gTsve,19/06/2025,14:00,LITHUANIA,LITHUANIA: A LYGA,Hegelmann,Kauno Zalgiris,2.92,3.2,2.2,1.93,1.7,,,19/06/2025 14:00
lA4oV39r,19/06/2025,14:00,LITHUANIA,LITHUANIA: A LYGA,Riteriai,Siauliai FA,5.5,3.8,1.5,1.78,1.83,,,19/06/2025 14:00
hpETwT0e,19/06/2025,02:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Khoromkhon,Khaan Khuns-Erchim,,,,,,,,19/06/2025 02:15
0AHyx7V7,19/06/2025,05:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Falcons,Hunters,,,,,,,,19/06/2025 05:15
GIaOaANE,19/06/2025,08:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Khangarid,FC Ulaanbaatar,,,,,,,,19/06/2025 08:15
AgCdwaaU,19/06/2025,06:00,MYANMAR,MYANMAR: MNL LEAGUE CUP - PLAY OFFS - QUARTER-FINALS,Rakhine United,Ayeyawady,,,,,,,,19/06/2025 06:00
2T8luLUH,19/06/2025,06:00,MYANMAR,MYANMAR: MNL LEAGUE CUP - PLAY OFFS - QUARTER-FINALS,Yangon Utd,Hantharwady Utd,1.31,5.0,7.0,,,,,19/06/2025 06:00
pb56rUL8,19/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,Douanes Niamey,ASGNN,,,,,,,,19/06/2025 12:15
42SJKQT1,19/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,Renaissance,Espoir,,,,,,,,19/06/2025 12:15
SEUgswSH,19/06/2025,13:00,NORWAY,NORWAY: TOPPSERIEN WOMEN,Brann W,Roa W,1.1,6.8,19.5,,,,,19/06/2025 13:00
MFnSOUBj,19/06/2025,13:00,NORWAY,NORWAY: TOPPSERIEN WOMEN,Kolbotn W,Rosenborg W,7.7,4.7,1.31,1.57,2.1,,,19/06/2025 13:00
Y3gDnY3c,19/06/2025,13:00,NORWAY,NORWAY: TOPPSERIEN WOMEN,LSK Kvinner W,Bodo/Glimt W,1.26,4.85,9.0,1.6,2.07,,,19/06/2025 13:00
fJsMpCY9,19/06/2025,13:00,NORWAY,NORWAY: TOPPSERIEN WOMEN,Stabaek W,Lyn W,2.7,3.3,2.3,1.8,1.8,,,19/06/2025 13:00
2qoUrj3M,19/06/2025,13:00,NORWAY,NORWAY: TOPPSERIEN WOMEN,Valerenga W,Honefoss W,1.06,8.25,24.0,,,,,19/06/2025 13:00
b3jJvAHr,19/06/2025,17:00,PERU,PERU: LIGA 1 - APERTURA,Grau,Cusco,1.83,3.25,4.5,1.98,1.83,1.83,1.83,19/06/2025 17:00
pljgWayq,19/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Abacha City,Diamond Stars,,,,,,,,19/06/2025 13:15
65JLl8iA,19/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Bo Rangers,Bhantal,,,,,,,,19/06/2025 13:15
buGDjUMc,19/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Star Sport Academy,East End Lions,,,,,,,,19/06/2025 13:15
8hQhGx7K,19/06/2025,04:00,SOUTH KOREA,SOUTH KOREA: WK LEAGUE WOMEN,Mungyeong Sangmu W,Seoul W,5.1,3.6,1.57,1.87,1.75,,,19/06/2025 04:00
0j5X8faf,19/06/2025,07:00,SOUTH KOREA,SOUTH KOREA: WK LEAGUE WOMEN,Hwacheon W,Incheon Hyundai Steel W,,,,,,,,19/06/2025 07:00
Sx7PAGUs,19/06/2025,07:00,SOUTH KOREA,SOUTH KOREA: WK LEAGUE WOMEN,Sejong Sportstoto W,Gyeongju W,2.87,3.1,2.27,2.02,1.62,,,19/06/2025 07:00
GpO7hZED,19/06/2025,07:00,SOUTH KOREA,SOUTH KOREA: WK LEAGUE WOMEN,Suwon FC W,Changnyeong W,1.3,4.45,8.5,1.62,2.02,,,19/06/2025 07:00
ttHngc3n,19/06/2025,20:00,SURINAME,SURINAME: SML,Robinhood,Leo Victor,,,,,,,,19/06/2025 20:00
tSHOKqeC,19/06/2025,13:00,SWEDEN,SWEDEN: ALLSVENSKAN WOMEN,Kristianstad W,Linkoping W,1.27,4.75,8.75,1.65,1.98,,,19/06/2025 13:00
CnQ7ORem,19/06/2025,13:00,SWEDEN,SWEDEN: ALLSVENSKAN WOMEN,Rosengard W,Vittsjo W,1.45,4.15,5.5,1.55,2.15,,,19/06/2025 13:00
h6oswRAt,19/06/2025,14:00,SWEDEN,SWEDEN: ALLSVENSKAN WOMEN,Pitea W,Hacken W,9.0,5.1,1.25,1.55,2.15,,,19/06/2025 14:00
b5gsg1ZP,19/06/2025,10:15,URUGUAY,URUGUAY: LIGA AUF URUGUAYA - TORNEO INTERMEDIO,CA Cerro,Cerro Largo,2.7,3.1,2.6,2.88,1.4,2.25,1.57,19/06/2025 10:15
vwpxryRO,19/06/2025,12:30,URUGUAY,URUGUAY: LIGA AUF URUGUAYA - TORNEO INTERMEDIO,Progreso,Boston River,2.88,3.1,2.55,2.35,1.57,2.0,1.73,19/06/2025 12:30
AchLoJRa,19/06/2025,15:00,URUGUAY,URUGUAY: LIGA AUF URUGUAYA - TORNEO INTERMEDIO,Liverpool M.,Penarol,3.5,3.25,2.1,2.3,1.6,2.0,1.73,19/06/2025 15:00
6B6eVcsJ,19/06/2025,17:30,URUGUAY,URUGUAY: LIGA AUF URUGUAYA - TORNEO INTERMEDIO,Plaza Colonia,River Plate,2.1,3.25,3.5,2.6,1.48,2.25,1.57,19/06/2025 17:30
UsZGDKzS,19/06/2025,12:00,UZBEKISTAN,UZBEKISTAN: SUPER LEAGUE,Andijan,Qizilqum,2.1,3.05,3.55,2.27,1.5,2.0,1.65,19/06/2025 12:00
OdWN9BZg,19/06/2025,12:00,UZBEKISTAN,UZBEKISTAN: SUPER LEAGUE,Sogdiana,Xorazm Urganch,1.95,3.25,3.75,2.02,1.62,1.85,1.75,19/06/2025 12:00
IVeEFy64,19/06/2025,16:00,WORLD,WORLD: FRIENDLY INTERNATIONAL,Bolivia U17,Uzbekistan U17,,,,,,,,19/06/2025 16:00
UZfFV4p4,19/06/2025,05:00,WORLD,WORLD: CLUB FRIENDLY,Paks (Hun),Budaorsi SC (Hun),1.11,8.0,12.5,,,,,19/06/2025 05:00
zk5HFTAa,19/06/2025,08:00,WORLD,WORLD: CLUB FRIENDLY,AIK (Swe),Sirius (Swe),,,,,,,,19/06/2025 08:00
rZW6QpPH,19/06/2025,08:00,WORLD,WORLD: CLUB FRIENDLY,Elfsborg (Swe),Mjallby (Swe),,,,,,,,19/06/2025 08:00
xSjWZXr2,19/06/2025,08:00,WORLD,WORLD: CLUB FRIENDLY,Hammarby (Swe),Haninge (Swe),,,,,,,,19/06/2025 08:00
S6d7wzY9,19/06/2025,11:00,WORLD,WORLD: CLUB FRIENDLY,Goteborg (Swe),Oster (Swe),,,,,,,,19/06/2025 11:00
v1GSwMCc,19/06/2025,16:30,WORLD,WORLD: FRIENDLY INTERNATIONAL WOMEN,Morocco W,Malawi W,,,,,,,,19/06/2025 16:30
UF6xKcQG,19/06/2025,10:00,ZIMBABWE,ZIMBABWE: PREMIER SOCCER LEAGUE,Dynamos,Yadah,2.15,2.77,3.5,,,,,19/06/2025 10:00
zHoHCFIj,19/06/2025,10:00,ZIMBABWE,ZIMBABWE: PREMIER SOCCER LEAGUE,Kwekwe United,Triangle,2.72,2.42,3.0,,,,,19/06/2025 10:00
GW4pIyeT,19/06/2025,10:00,ZIMBABWE,ZIMBABWE: PREMIER SOCCER LEAGUE,MWOS,CAPS Utd,,,,,,,,19/06/2025 10:00
