Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
Wbmef9nm,05/05/2025,13:00,CYPRUS,CYPRUS: CYPRUS LEAGUE - RELEGATION GROUP,Omonia 29th May,Nea Salamis,3.0,3.4,2.18,1.7,1.93,1.57,2.1,05/05/2025 13:00
l6tr3pzP,05/05/2025,14:00,DENMARK,DENMARK: SUPERLIGA - RELEGATION GROUP,Sonderjyske,Aalborg,2.55,3.2,2.75,1.8,2.0,1.62,2.2,05/05/2025 14:00
Aw8ENXRQ,05/05/2025,10:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Simba,Motema Pembe,,,,,,,,05/05/2025 10:00
6VIWJxnT,05/05/2025,21:00,ECUADOR,ECUADOR: LIGA PRO,Aucas,Libertad,1.5,4.0,6.5,1.85,1.95,1.87,1.77,05/05/2025 21:00
bmQQwcil,05/05/2025,11:00,EGYPT,EGYPT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Petrojet,Ceramica Cleopatra,3.15,3.2,2.2,1.7,2.05,1.53,2.32,05/05/2025 11:00
hnJZyyM0,05/05/2025,14:00,EGYPT,EGYPT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,National Bank Egypt,Zamalek,3.75,2.92,2.12,2.25,1.57,1.9,1.8,05/05/2025 14:00
ljWa9jYo,05/05/2025,11:00,ENGLAND,ENGLAND: FA YOUTH CUP - FINAL,Aston Villa U18,Manchester City U18,,,,,,,,05/05/2025 11:00
vecfrrpB,05/05/2025,12:00,ENGLAND,ENGLAND: WOMEN’S SUPER LEAGUE,Brighton W,Arsenal W,9.5,5.5,1.29,1.36,3.0,1.73,2.0,05/05/2025 12:00
8QDTG253,05/05/2025,09:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Adama City,Mekelle 70 Enderta,3.0,2.87,2.32,,,,,05/05/2025 09:00
2P6xFtzG,05/05/2025,12:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Ethiopia Bunna,Hadiya Hossana,2.05,2.5,4.6,2.75,1.34,,,05/05/2025 12:00
S458seml,05/05/2025,11:00,EUROPE,EUROPE: EURO U17 WOMEN,Spain U17 W,France U17 W,,,,,,,,05/05/2025 11:00
0I3GuZH0,05/05/2025,14:00,EUROPE,EUROPE: EURO U17 WOMEN,Poland U17 W,Italy U17 W,,,,,,,,05/05/2025 14:00
AeN7pIgL,05/05/2025,11:30,GABON,GABON: CHAMPIONNAT D1,Stade Mandji,CF Mounana,,,,,,,,05/05/2025 11:30
4209SJU9,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Bombada,Hart Academy,2.47,2.62,3.05,,,,,05/05/2025 13:00
WCplLyNq,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,BST Galaxy,Team Rhino,2.27,2.75,3.25,,,,,05/05/2025 13:00
I9KE6x8j,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Falcons,Armed Forces,1.98,2.77,4.15,,,,,05/05/2025 13:00
0UgIQcaM,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Hawks,Real Banjul,2.77,2.7,2.65,2.12,1.57,,,05/05/2025 13:00
Wl21Uu0c,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Steve Biko,Marimoo,3.6,2.25,2.57,,,,,05/05/2025 13:00
nRTrCbpT,05/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,TMT,Fortune,2.2,2.7,3.5,,,,,05/05/2025 13:00
zXs3MUdD,05/05/2025,13:00,GERMANY,GERMANY: BUNDESLIGA WOMEN,Jena W,Bayern Munich W,12.0,5.4,1.19,,,,,05/05/2025 13:00
lffSFNsp,05/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Bofoakwa Tano,Techiman Liberty,,,,,,,,05/05/2025 12:00
jsJ9S0Rk,05/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Dormaa,KAC Soccer,,,,,,,,05/05/2025 12:00
p8fAKhxg,05/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Inter Allies,RainMasters,2.12,3.3,3.0,1.78,1.83,,,05/05/2025 12:00
UVQp7gaC,05/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Techiman Heroes,Eleven Wonders,,,,,,,,05/05/2025 12:00
OImQue6l,05/05/2025,12:00,GREECE,GREECE: SUPER LEAGUE - RELEGATION GROUP,Athens Kallithea,Panetolikos,1.85,3.2,5.0,2.4,1.53,2.1,1.67,05/05/2025 12:00
Eq2foHrR,05/05/2025,12:00,GREECE,GREECE: SUPER LEAGUE - RELEGATION GROUP,Panserraikos,Volos,1.2,6.5,12.0,1.9,1.95,3.0,1.36,05/05/2025 12:00
KpsZwZz1,05/05/2025,14:00,GREECE,GREECE: SUPER LEAGUE - RELEGATION GROUP,Lamia,Levadiakos,6.0,3.9,1.6,2.15,1.67,2.1,1.67,05/05/2025 14:00
hxjHbmpo,05/05/2025,04:00,HONG KONG,HONG KONG: PREMIER LEAGUE,Eastern AA,Kowloon City,1.18,6.7,11.0,1.24,3.3,1.5,2.25,05/05/2025 04:00
6uIT7iNb,05/05/2025,04:00,HONG KONG,HONG KONG: PREMIER LEAGUE,Tai Po,Southern District,1.6,4.0,4.65,1.4,2.55,1.42,2.45,05/05/2025 04:00
2klQ4Z5b,05/05/2025,16:15,ICELAND,ICELAND: BESTA DEILD KARLA,Afturelding,Stjarnan,2.95,3.7,2.12,1.47,2.52,1.42,2.67,05/05/2025 16:15
tz0H6eyn,05/05/2025,16:15,ICELAND,ICELAND: BESTA DEILD KARLA,Breidablik,KR Reykjavik,1.8,4.4,3.35,1.22,3.9,1.25,3.55,05/05/2025 16:15
hvL7nhjU,05/05/2025,16:15,ICELAND,ICELAND: BESTA DEILD KARLA,Vikingur Reykjavik,Fram,1.39,4.7,6.8,1.42,2.67,1.6,2.2,05/05/2025 16:15
ryYIMBCD,05/05/2025,05:30,INDONESIA,INDONESIA: LIGA 1,Persik Kediri,Persebaya,2.8,3.15,2.42,1.9,1.72,1.7,1.93,05/05/2025 05:30
OWA5pF4K,05/05/2025,09:00,INDONESIA,INDONESIA: LIGA 1,Persis Solo,Arema FC,1.72,3.55,4.4,1.62,2.02,1.6,2.07,05/05/2025 09:00
zqv1mbw9,05/05/2025,13:00,IRELAND,IRELAND: PREMIER DIVISION,Drogheda,Cork City,1.85,3.5,4.2,2.1,1.7,1.95,1.8,05/05/2025 13:00
UqdZUkNs,05/05/2025,13:00,IRELAND,IRELAND: PREMIER DIVISION,Galway,Bohemians,2.8,3.2,2.5,2.2,1.65,1.95,1.8,05/05/2025 13:00
MaArR7M6,05/05/2025,13:00,IRELAND,IRELAND: PREMIER DIVISION,Shelbourne,Waterford,1.45,4.1,7.5,2.0,1.85,2.05,1.7,05/05/2025 13:00
2cfsTTif,05/05/2025,15:00,IRELAND,IRELAND: PREMIER DIVISION,Shamrock Rovers,Sligo Rovers,1.3,5.0,10.0,1.73,2.08,2.1,1.67,05/05/2025 15:00
E7fwIwJt,05/05/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Derry City,St. Patricks,2.25,3.1,3.4,2.5,1.5,2.05,1.7,05/05/2025 15:45
tW5ukLXI,05/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - CHAMPIONSHIP GROUP,Maccabi Tel Aviv,H. Beer Sheva,2.1,3.4,2.88,1.57,2.35,1.53,2.38,05/05/2025 14:30
KpcWg7rH,05/05/2025,13:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - PROMOTION GROUP,H. Ironi Rishon,Hapoel Tel Aviv,3.65,3.2,1.98,1.72,1.88,1.6,2.07,05/05/2025 13:00
CKgOeTD4,05/05/2025,13:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - PROMOTION GROUP,Hap. Ramat Gan,Hapoel Petah Tikva,2.9,3.4,2.22,1.75,1.85,1.65,2.0,05/05/2025 13:00
t0ouhoDT,05/05/2025,13:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - PROMOTION GROUP,M. Herzliya,Hapoel Kfar Saba,1.85,3.65,3.6,1.6,2.07,1.55,2.15,05/05/2025 13:00
A7sjvhXH,05/05/2025,11:00,ITALY,ITALY: PRIMAVERA 1,Cremonese U20,Atalanta U20,,,,,,,,05/05/2025 11:00
rLubxW1U,05/05/2025,13:00,ITALY,ITALY: PRIMAVERA 1,Fiorentina U20,Genoa U20,,,,,,,,05/05/2025 13:00
QygyhLft,05/05/2025,08:00,KENYA,KENYA: PREMIER LEAGUE,Kakamega Homeboyz,Posta Rangers,,,,,,,,05/05/2025 08:00
IZRJ4hXF,05/05/2025,11:35,KUWAIT,KUWAIT: PREMIER LEAGUE - RELEGATION GROUP,Kazma SC,Khaitan,1.87,3.7,3.7,1.72,2.02,1.65,2.1,05/05/2025 11:35
E1LS2W1S,05/05/2025,14:05,KUWAIT,KUWAIT: PREMIER LEAGUE - RELEGATION GROUP,Al Naser,Yarmouk,1.98,3.6,3.4,1.62,2.18,1.55,2.32,05/05/2025 14:05
QqPiylJ7,05/05/2025,08:00,LATVIA,LATVIA: VIRSLIGA,Jelgava,RFS,6.5,4.45,1.37,1.6,2.05,,,05/05/2025 08:00
6u2vaiBE,05/05/2025,10:00,LATVIA,LATVIA: VIRSLIGA,Auda,Riga FC,5.1,3.75,1.55,1.83,1.78,,,05/05/2025 10:00
2qVyBwWi,05/05/2025,07:00,LATVIA,LATVIA: LATVIAN CUP - 1/128-FINALS,Talsi,Aliance,,,,,,,,05/05/2025 07:00
K8u6pRC4,05/05/2025,11:30,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Al Branes,Khaleej Sirte,,,,,,,,05/05/2025 11:30
CGcDr5sH,05/05/2025,11:30,LIBYA,LIBYA: PREMIER LEAGUE - RELEGATION,Al Murooj,Al Ansar,,,,,,,,05/05/2025 11:30
ncWr1Dm3,05/05/2025,15:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al-Ittihad,Al Ittihad Misurata,,,,,,,,05/05/2025 15:00
xARkIu3N,05/05/2025,13:30,MALI,MALI: PREMIERE DIVISION,US Bougouni,Foot Elite,4.3,3.05,1.82,,,,,05/05/2025 13:30
z5gGY0m4,05/05/2025,14:00,MALI,MALI: PREMIERE DIVISION,Binga,AS Police,2.3,2.55,3.5,2.35,1.47,,,05/05/2025 14:00
WWnPWvIG,05/05/2025,16:15,MALI,MALI: PREMIERE DIVISION,Bakaridjan,Real Bamako,,,,,,,,05/05/2025 16:15
EDygLz05,05/05/2025,14:15,MALTA,MALTA: PREMIER LEAGUE - PLAY OFFS - SEMI-FINALS,Floriana,Hamrun,3.05,2.6,2.62,2.5,1.4,1.98,1.65,05/05/2025 14:15
M9FCjdsC,05/05/2025,22:00,MEXICO,MEXICO: LIGA MX WOMEN - CLAUSURA - PLAY OFFS - SEMI-FINALS,Pachuca W,Monterrey W,1.72,3.4,4.25,1.65,1.98,,,05/05/2025 22:00
EceaiReB,05/05/2025,06:00,MYANMAR,MYANMAR: MNL LEAGUE CUP,Myawady,Silver Stars,,,,,,,,05/05/2025 06:00
8bDXYIup,05/05/2025,06:30,MYANMAR,MYANMAR: MNL LEAGUE CUP,Dagon,Yarmanya United,1.07,7.6,24.0,,,,,05/05/2025 06:30
6XiigmRb,05/05/2025,06:30,MYANMAR,MYANMAR: MNL LEAGUE CUP,Hantharwady Utd,Chinland,1.17,6.1,11.25,,,,,05/05/2025 06:30
pI3re9dn,05/05/2025,06:30,MYANMAR,MYANMAR: MNL LEAGUE CUP,Rakhine United,Glory Goal,1.17,6.7,9.5,,,,,05/05/2025 06:30
2oxNakIl,05/05/2025,12:30,NIGER,NIGER: SUPER LIGUE,ASFAN,Nigelec,2.25,2.85,3.2,,,,,05/05/2025 12:30
MmhOcTn1,05/05/2025,12:30,NIGER,NIGER: SUPER LIGUE,Liberte,Renaissance,,,,,,,,05/05/2025 12:30
4lXUPwTH,05/05/2025,19:00,PARAGUAY,PARAGUAY: COPA DE PRIMERA - APERTURA,General Caballero JLM,Sportivo Trinidense,2.55,2.8,3.0,2.35,1.57,1.91,1.8,05/05/2025 19:00
nNovlCSs,05/05/2025,14:00,POLAND,POLAND: EKSTRAKLASA,Korona Kielce,GKS Katowice,2.05,3.4,3.2,1.83,2.03,1.67,2.1,05/05/2025 14:00
vHlF4rWQ,05/05/2025,14:00,POLAND,POLAND: DIVISION 1,Kotwica Kolobrzeg,Chrobry Glogow,3.0,2.9,2.35,2.35,1.57,1.91,1.8,05/05/2025 14:00
bH7xQ90c,05/05/2025,15:30,PORTUGAL,PORTUGAL: LIGA PORTUGAL,Rio Ave,Estrela,2.35,3.3,3.0,2.08,1.73,1.8,1.95,05/05/2025 15:30
hvoB9lGG,05/05/2025,16:15,PORTUGAL,PORTUGAL: LIGA PORTUGAL,AFS,Boavista,2.35,3.1,3.2,2.1,1.7,1.91,1.91,05/05/2025 16:15
4lqtAViU,05/05/2025,14:00,PORTUGAL,PORTUGAL: LIGA PORTUGAL 2,Penafiel,Torreense,3.7,3.4,1.9,1.88,1.98,1.73,2.0,05/05/2025 14:00
fDO5W8Uq,05/05/2025,11:15,QATAR,QATAR: EMIR CUP - 1/8-FINALS,Al-Duhail,Al Sailiya,1.13,7.4,16.5,1.31,3.15,2.05,1.7,05/05/2025 11:15
tpFuqnEk,05/05/2025,14:15,QATAR,QATAR: EMIR CUP - 1/8-FINALS,Al Rayyan,Lusail,1.13,7.8,15.0,1.29,3.25,2.02,1.7,05/05/2025 14:15
OSh2TlfL,05/05/2025,11:30,ROMANIA,ROMANIA 1,UTA Arad,Petrolul,2.15,3.2,3.3,2.25,1.62,2.0,1.73,05/05/2025 11:30
zXwCFurB,05/05/2025,14:30,ROMANIA,ROMANIA: SUPERLIGA - CHAMPIONSHIP GROUP,FCSB,Din. Bucuresti,1.45,4.2,7.0,2.0,1.85,2.2,1.62,05/05/2025 14:30
tbIeCrWH,05/05/2025,09:30,ROMANIA,ROMANIA: LIGA 2 - CHAMPIONSHIP GROUP,Csikszereda M. Ciuc,Metaloglobus Bucharest,1.65,3.8,5.1,1.95,1.8,1.93,1.78,05/05/2025 09:30
ERpXo4T7,05/05/2025,12:30,RUSSIA,RUSSIA: PREMIER LEAGUE,Krylya Sovetov,Dynamo Moscow,,,,,,,,05/05/2025 12:30
Mmbd3Ict,05/05/2025,10:00,RWANDA,RWANDA: PREMIER LEAGUE,Vision,AS Kigali,3.85,2.9,1.98,,,,,05/05/2025 10:00
f7DKQhn3,05/05/2025,10:30,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Al Ain,Jeddah,1.85,3.2,4.25,1.93,1.7,1.8,1.82,05/05/2025 10:30
2XGSOWGF,05/05/2025,13:10,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Al Batin,Al Adalah,2.82,3.25,2.32,1.7,1.9,1.57,2.12,05/05/2025 13:10
On5yNAoS,05/05/2025,13:50,SAUDI ARABIA,SAUDI ARABIA: DIVISION 1,Neom SC,Al-Faisaly,1.7,3.85,4.2,1.7,1.93,1.7,1.91,05/05/2025 13:50
W6Lx33bC,05/05/2025,14:30,SENEGAL,SENEGAL: LIGUE 1,Linguere,Ouakam,2.87,2.85,2.42,,,,,05/05/2025 14:30
ddeggkDd,05/05/2025,12:00,SERBIA,SERBIA: PRVA LIGA - RELEGATION GROUP,Radnicki S. Mitrovica,Dubocica,2.4,3.05,2.72,2.27,1.5,,,05/05/2025 12:00
0U1peBrp,05/05/2025,12:00,SERBIA,SERBIA: PRVA LIGA - RELEGATION GROUP,Smederevo,Zemun,2.57,3.1,2.52,2.2,1.52,,,05/05/2025 12:00
6X7cAmme,05/05/2025,12:00,SERBIA,SERBIA: PRVA LIGA - CHAMPIONSHIP GROUP,Mladost GAT,Borac 1926,1.62,3.3,5.3,2.18,1.53,,,05/05/2025 12:00
8Mwz54Gl,05/05/2025,09:45,SOMALIA,SOMALIA: NATIONAL LEAGUE,Raadsan,Madbacadda,,,,,,,,05/05/2025 09:45
tftKNTcm,05/05/2025,04:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Gwangju FC,Gimcheon Sangmu,2.55,3.1,2.9,2.25,1.62,1.83,1.83,05/05/2025 04:30
lKqSL7Sa,05/05/2025,04:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Ulsan HD,Pohang,1.8,3.6,4.33,1.98,1.88,1.83,1.83,05/05/2025 04:30
Gx0Sp0cD,05/05/2025,15:30,SPAIN,SPAIN 2,Castellon,Gijon,1.65,3.8,5.0,1.9,1.95,1.83,1.83,05/05/2025 15:30
dCFthTk4,05/05/2025,14:00,SWEDEN,SWEDEN: ALLSVENSKAN,Malmo FF,Brommapojkarna,1.36,5.25,7.0,1.57,2.35,1.91,1.91,05/05/2025 14:00
8jZoWoTp,05/05/2025,14:10,SWEDEN,SWEDEN: ALLSVENSKAN,Elfsborg,GAIS,2.3,3.5,2.8,1.93,1.93,1.75,2.0,05/05/2025 14:10
lx5v9Sas,05/05/2025,14:00,SWEDEN,SWEDEN: SUPERETTAN,Brage,Ostersund,2.05,3.3,3.7,2.15,1.67,1.95,1.8,05/05/2025 14:00
z9eEL5qm,05/05/2025,14:00,SWEDEN,SWEDEN: SUPERETTAN,Orebro,Trelleborg,2.75,3.6,2.4,1.75,2.05,1.67,2.1,05/05/2025 14:00
S6j2ESFk,05/05/2025,14:00,SWEDEN,SWEDEN: ALLSVENSKAN WOMEN,Djurgarden W,Norrkoping W,2.62,3.3,2.35,1.9,1.72,,,05/05/2025 14:00
OYqBC6p2,05/05/2025,14:00,SWEDEN,SWEDEN: ALLSVENSKAN WOMEN,Hammarby W,Hacken W,1.72,3.65,4.0,1.65,1.98,,,05/05/2025 14:00
Q3cs8wVb,05/05/2025,10:00,TANZANIA,TANZANIA: LIGI KUU BARA,JKT Tanzania,Simba,23.0,6.4,1.1,1.65,1.98,,,05/05/2025 10:00
voAd9jtn,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,AS Agareb,Chebba,,,,,,,,05/05/2025 11:00
S6tvi9QH,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,BS Bouhajla,Redeyef,,,,,,,,05/05/2025 11:00
zD357UAb,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Djelma,JS Kairouan,,,,,,,,05/05/2025 11:00
KI0ibQXp,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,ES Jerba,Progres Sakiet,,,,,,,,05/05/2025 11:00
lzAL3nAN,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Espoir Rogba,Sfax Railways,,,,,,,,05/05/2025 11:00
0WMdvWtC,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Hamam-Sousse,EM Mahdia,,,,,,,,05/05/2025 11:00
6XTmthCa,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Megrine,Msaken,,,,,,,,05/05/2025 11:00
KzfNfiRh,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Menzel Bourguiba,Kalaa,1.34,3.95,9.0,2.18,1.53,,,05/05/2025 11:00
tjrWhVe5,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Moknine,Ariana,1.62,3.5,4.8,2.07,1.6,,,05/05/2025 11:00
OYZnkmeU,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,OC Kerkennah,Sidi Bouzid,,,,,,,,05/05/2025 11:00
CAjFdDdt,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Oued Ellil,Hammam-Lif,,,,,,,,05/05/2025 11:00
SKLC58uB,05/05/2025,11:00,TUNISIA,TUNISIA: LIGUE 2,Stade Gabesien,Kasserine,2.15,2.65,3.75,,,,,05/05/2025 11:00
