Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
rm2qbDTF,18/07/2025,07:15,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Port Melbourne Sharks,Dandenong Thunder,4.65,4.35,1.57,1.5,2.42,1.6,2.22,18/07/2025 07:15
bL3GjVLk,18/07/2025,07:30,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Preston Lions,Melbourne Knights,1.6,4.35,4.5,1.42,2.65,1.5,2.4,18/07/2025 07:30
6N26FHpe,18/07/2025,08:15,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Stirling Macedonia,Sorrento,1.65,4.1,4.1,1.44,2.42,1.47,2.32,18/07/2025 08:15
vkfAztS0,18/07/2025,07:15,AUSTRALIA,AUSTRALIA: QUEENSLAND PREMIER LEAGUE,Caboolture,Holland Park Hawks,1.42,4.85,5.5,1.27,3.1,1.34,2.72,18/07/2025 07:15
tU8H3Mod,18/07/2025,23:15,AUSTRALIA,AUSTRALIA: TASMANIA NORTHERN CHAMPIONSHIP,Launceston U21,Riverside Olympic U21,,,,,,,,18/07/2025 23:15
biOaY7AT,18/07/2025,07:15,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,Olympia Warriors,Hobart City,6.7,5.6,1.28,1.21,3.64,,,18/07/2025 07:15
YiVWk8Gs,18/07/2025,06:30,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Brunswick City,Manningham United Blues,1.65,4.25,3.95,1.39,2.55,1.44,2.4,18/07/2025 06:30
tIYvlnof,18/07/2025,06:30,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Langwarrin,Melbourne City U21,2.52,3.9,2.27,1.32,2.82,1.32,2.85,18/07/2025 06:30
QmuJXB4b,18/07/2025,11:30,BELARUS,BELARUS: PERSHAYA LIGA,Niva Dolbizno,Din. Minsk 2,,,,,,,,18/07/2025 11:30
E9B0FUlU,18/07/2025,12:30,BELARUS,BELARUS: PERSHAYA LIGA,Orsha,Dnepr Mogilev,,,,,,,,18/07/2025 12:30
h0AHhW7r,18/07/2025,19:00,BRAZIL,BRAZIL: SERIE B SUPERBET,Atletico GO,Criciuma,1.8,3.25,5.0,2.5,1.5,2.25,1.57,18/07/2025 19:00
G2N73mM0,18/07/2025,21:30,BRAZIL,BRAZIL: SERIE B SUPERBET,Ferroviaria,Athletic Club,2.4,3.1,3.2,2.5,1.5,2.1,1.67,18/07/2025 21:30
QcfDzgGq,18/07/2025,20:00,BRAZIL,BRAZIL: COPA PAULISTA,Piracicaba,Sao Bento,,,,,,,,18/07/2025 20:00
CxmSPUH8,18/07/2025,13:00,BULGARIA,BULGARIA: PARVA LIGA,CSKA 1948 Sofia,Arda,2.45,3.1,3.1,2.15,1.67,1.83,1.83,18/07/2025 13:00
nJJNE497,18/07/2025,15:15,BULGARIA,BULGARIA: PARVA LIGA,Lok. Sofia,Cherno More,3.8,3.3,2.0,2.2,1.65,2.0,1.73,18/07/2025 15:15
QTh4Mjvo,18/07/2025,20:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,Atl. Ottawa,HFX Wanderers,2.15,3.25,3.4,1.9,1.83,1.7,2.05,18/07/2025 20:00
hzojpfWi,18/07/2025,20:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,Forge,Pacific FC,1.62,3.95,5.0,1.78,1.95,1.82,1.9,18/07/2025 20:00
rRhHViTg,18/07/2025,20:00,CHILE,CHILE: LIGA DE PRIMERA,Everton,Limache,2.2,3.4,3.0,1.83,1.98,1.67,2.1,18/07/2025 20:00
6aEbabwR,18/07/2025,20:00,CHILE,CHILE: SEGUNDA DIVISION,Provincial Ovalle,Deportes Rengo,,,,,,,,18/07/2025 20:00
WM92ySOG,18/07/2025,05:30,CHINA,CHINA: SUPER LEAGUE,Changchun Yatai,Shanghai Port,7.0,5.25,1.36,1.36,3.1,1.57,2.25,18/07/2025 05:30
b9Bfwlf4,18/07/2025,08:00,CHINA,CHINA: SUPER LEAGUE,Wuhan Three Towns,Qingdao West Coast,2.1,3.6,3.25,1.7,2.1,1.62,2.2,18/07/2025 08:00
xzu3Z5gT,18/07/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Tianjin Jinmen Tiger,Chengdu Rongcheng,5.25,4.2,1.57,1.6,2.3,1.67,2.1,18/07/2025 08:35
8IVYTqHj,18/07/2025,09:00,CHINA,CHINA: SUPER LEAGUE,Zhejiang Professional,Yunnan Yukun,1.8,4.0,3.9,1.5,2.5,1.5,2.5,18/07/2025 09:00
84bk3jE8,18/07/2025,17:00,COLOMBIA,COLOMBIA: PRIMERA A - CLAUSURA,America De Cali,Bucaramanga,1.53,3.85,6.3,2.15,1.65,2.27,1.57,18/07/2025 17:00
neLifaEE,18/07/2025,20:00,COLOMBIA,COLOMBIA: PRIMERA A - CLAUSURA,U. Magdalena,Llaneros,2.0,3.0,4.1,2.5,1.5,2.2,1.62,18/07/2025 20:00
tdwQyibm,18/07/2025,22:10,COLOMBIA,COLOMBIA: PRIMERA A - CLAUSURA,Deportes Tolima,Santa Fe,2.1,3.0,3.9,2.6,1.48,2.2,1.62,18/07/2025 22:10
tpcIHQit,18/07/2025,14:00,CZECH REPUBLIC,CZECH REPUBLIC: CHANCE LIGA,FK Pardubice,Plzen,8.5,5.0,1.29,1.53,2.4,1.91,1.91,18/07/2025 14:00
OSE8Ss6b,18/07/2025,12:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Sparta Prague B,Ostrava B,2.3,3.4,2.6,1.9,1.9,1.73,2.0,18/07/2025 12:00
O8rd6ikd,18/07/2025,13:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Ceske Budejovice,Brno,4.2,3.6,1.67,1.75,2.05,1.73,2.0,18/07/2025 13:00
vHQrUfs3,18/07/2025,13:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Pribram,Opava,2.2,3.4,2.75,1.85,1.95,1.73,2.0,18/07/2025 13:00
GMisCMLH,18/07/2025,13:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Usti nad Labem,Jihlava,2.1,3.4,2.9,2.0,1.8,1.8,1.91,18/07/2025 13:00
ClojA0jU,18/07/2025,13:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Vlasim,Slavia Prague B,2.5,3.4,2.4,1.8,2.0,1.67,2.1,18/07/2025 13:00
KxkJYzR6,18/07/2025,14:00,DENMARK,DENMARK: SUPERLIGA,Viborg,FC Copenhagen,5.25,4.0,1.6,1.7,2.1,1.75,2.0,18/07/2025 14:00
OhSHial2,18/07/2025,13:30,DENMARK,DENMARK: 1ST DIVISION,Koge,Hobro,2.55,3.4,2.6,1.8,2.0,1.62,2.2,18/07/2025 13:30
pbDCDtBL,18/07/2025,14:00,DENMARK,DENMARK: 1ST DIVISION,Hvidovre IF,B.93,1.57,4.33,5.0,1.5,2.5,1.57,2.25,18/07/2025 14:00
OUqlvBgR,18/07/2025,21:00,ECUADOR,ECUADOR: LIGA PRO,Ind. del Valle,Aucas,1.6,3.7,5.5,1.9,1.9,1.83,1.83,18/07/2025 21:00
KbMZzly8,18/07/2025,22:30,FIJI,FIJI: PREMIER LEAGUE,Labasa,Lautoka,,,,,,,,18/07/2025 22:30
YgMEbRAm,18/07/2025,12:00,FINLAND,FINLAND: VEIKKAUSLIIGA,KTP,Inter Turku,6.5,4.33,1.36,1.5,2.5,1.67,2.1,18/07/2025 12:00
nPAUf5U1,18/07/2025,12:30,FINLAND,FINLAND: YKKOSLIIGA,TPS,SalPa,1.25,5.5,9.25,1.36,2.67,1.7,1.91,18/07/2025 12:30
GjqtCGfK,18/07/2025,12:30,FINLAND,FINLAND: KANSALLINEN LIIGA WOMEN,HJK W,HPS W,1.29,4.75,8.0,1.37,2.85,1.57,2.25,18/07/2025 12:30
E5kyxTfn,18/07/2025,22:00,HONDURAS,HONDURAS: LIGA NACIONAL - APERTURA,Choloma,Juticalpa,,,,,,,,18/07/2025 22:00
GpIXeim1,18/07/2025,15:00,ICELAND,ICELAND: DIVISION 1,Kopavogur,Thor Akureyri,2.2,3.9,2.62,1.39,2.57,1.37,2.62,18/07/2025 15:00
WGU4faTg,18/07/2025,16:15,ICELAND,ICELAND: DIVISION 1,Fylkir,Njardvik,2.52,3.85,2.3,1.47,2.35,1.44,2.42,18/07/2025 16:15
xIyddLbs,18/07/2025,16:15,ICELAND,ICELAND: DIVISION 1,Grindavik,Selfoss,1.75,4.4,3.4,1.26,3.15,1.33,2.77,18/07/2025 16:15
OALufVHD,18/07/2025,16:15,ICELAND,ICELAND: DIVISION 1,Keflavik,Fjolnir,1.44,4.65,5.6,1.34,2.75,1.47,2.32,18/07/2025 16:15
6ZpQ1syK,18/07/2025,16:15,ICELAND,ICELAND: DIVISION 1,Leiknir,Throttur,2.82,3.7,2.15,1.42,2.45,1.38,2.57,18/07/2025 16:15
EyrbBNnR,18/07/2025,14:00,IRAQ,IRAQ: IRAQ CUP - FINAL,Duhok,Zakho,,,,,,,,18/07/2025 14:00
pEBmeX4l,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Bray,Wayside Celtic,1.22,5.5,9.0,,,,,18/07/2025 15:45
Opr6rfLr,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Drogheda,Crumlin Utd,1.1,9.5,12.0,,,,,18/07/2025 15:45
hpb4ik4D,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Dundalk,Sligo Rovers,2.8,3.5,2.2,,,,,18/07/2025 15:45
Q9vNvCK7,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Finn Harps,UC Dublin,2.7,3.4,2.3,,,,,18/07/2025 15:45
WAoEtYke,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Galway,Tolka,1.13,8.0,11.0,,,,,18/07/2025 15:45
zLy69NPb,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Kerry,Athlone,2.3,3.4,2.75,,,,,18/07/2025 15:45
4ORM9WJs,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Killester Donnycarney,Bohemians,18.0,11.0,1.06,,,,,18/07/2025 15:45
vgrcBqen,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Treaty United,Derry City,9.0,7.5,1.17,,,,,18/07/2025 15:45
EVKH0gsR,18/07/2025,15:45,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Waterford,St Mochta's,1.15,7.5,10.5,,,,,18/07/2025 15:45
0jLV7Alf,18/07/2025,16:00,IRELAND,IRELAND: FAI CUP - 1/16-FINALS,Shamrock Rovers,Wexford,1.08,10.5,14.0,,,,,18/07/2025 16:00
8CUxRlbd,18/07/2025,12:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,FC Astana,Turan,1.08,7.6,29.0,1.55,2.15,3.85,1.18,18/07/2025 12:00
MyvpPDcL,18/07/2025,22:00,MEXICO,MEXICO: LIGA MX - APERTURA,Necaxa,Queretaro,1.55,3.9,5.25,1.67,2.15,1.75,2.0,18/07/2025 22:00
84OkWqzK,18/07/2025,18:45,MEXICO,MEXICO: LIGA MX WOMEN - APERTURA,Queretaro W,Guadalajara Chivas W,5.7,3.9,1.47,1.75,1.87,1.95,1.75,18/07/2025 18:45
4zALQNcs,18/07/2025,22:00,MEXICO,MEXICO: LIGA MX WOMEN - APERTURA,Tigres UANL W,Necaxa W,1.04,8.5,35.0,1.23,3.75,2.67,1.38,18/07/2025 22:00
dfldKe6t,18/07/2025,18:00,NICARAGUA,NICARAGUA: LIGA PRIMERA - APERTURA,Esteli,Real Madriz,,,,,,,,18/07/2025 18:00
QZuDGD55,18/07/2025,18:00,NICARAGUA,NICARAGUA: LIGA PRIMERA - APERTURA,Ferretti,UNAN-Managua,,,,,,,,18/07/2025 18:00
4Ki4IZzg,18/07/2025,23:00,NICARAGUA,NICARAGUA: LIGA PRIMERA - APERTURA,Diriangen,Rancho Santana,,,,,,,,18/07/2025 23:00
40LOvzQG,18/07/2025,13:00,NORWAY,NORWAY: ELITESERIEN,Sarpsborg 08,Rosenborg,2.45,3.6,2.63,1.53,2.4,1.5,2.5,18/07/2025 13:00
hnyRlTI0,18/07/2025,22:30,PANAMA,PANAMA: LPF - CLAUSURA,Veraguas,Herrera,,,,,,,,18/07/2025 22:30
vknnddO7,18/07/2025,18:30,PARAGUAY,PARAGUAY: COPA DE PRIMERA - CLAUSURA,General Caballero JLM,2 de Mayo,2.88,2.9,2.7,2.6,1.48,2.1,1.67,18/07/2025 18:30
nyPVLn4t,18/07/2025,17:00,PERU,PERU: LIGA 1 - CLAUSURA,Alianza Atl.,Sport Huancayo,1.8,3.5,4.75,2.1,1.7,2.0,1.73,18/07/2025 17:00
f1SwKQYh,18/07/2025,21:00,PERU,PERU: LIGA 1 - CLAUSURA,Deportivo Garcilaso,Los Chankas,2.0,3.25,3.6,1.75,2.05,1.62,2.2,18/07/2025 21:00
zBznI435,18/07/2025,23:00,PERU,PERU: LIGA 1 - CLAUSURA,U. de Deportes,Comerciantes Unidos,1.07,9.5,29.0,1.4,2.88,3.0,1.36,18/07/2025 23:00
fkfo7grg,18/07/2025,13:00,POLAND,POLAND: EKSTRAKLASA,Jagiellonia,Termalica B-B.,1.7,3.8,5.0,1.85,1.95,1.8,1.95,18/07/2025 13:00
nPjw9FDt,18/07/2025,15:30,POLAND,POLAND: EKSTRAKLASA,Lech Poznan,Cracovia,1.62,4.1,4.75,1.7,2.1,1.75,2.0,18/07/2025 15:30
KMYx7nCL,18/07/2025,13:00,POLAND,POLAND: DIVISION 1,Slask Wroclaw,KS Wieczysta Krakow,2.05,3.25,3.5,1.83,1.87,1.7,2.05,18/07/2025 13:00
hnFef9SF,18/07/2025,15:30,POLAND,POLAND: DIVISION 1,LKS Lodz,Pruszkow,1.75,3.8,4.25,1.85,1.85,1.8,1.9,18/07/2025 15:30
fZFqx1uH,18/07/2025,13:00,ROMANIA,ROMANIA: SUPERLIGA,FC Hermannstadt,Metaloglobus Bucharest,1.33,4.5,7.5,1.95,1.85,2.38,1.53,18/07/2025 13:00
KrbjYivq,18/07/2025,15:30,ROMANIA,ROMANIA: SUPERLIGA,Univ. Craiova,FC Arges,1.44,4.2,6.25,1.9,1.9,2.1,1.67,18/07/2025 15:30
bRvwP5hU,18/07/2025,14:30,RUSSIA,RUSSIA: PREMIER LEAGUE,Dynamo Moscow,Baltika,1.53,4.0,5.0,1.7,2.05,1.76,1.95,18/07/2025 14:30
lrfiaD66,18/07/2025,15:00,SERBIA,SERBIA: MOZZART BET SUPER LIGA,Novi Pazar,Radnicki 1923,,,,,,,,18/07/2025 15:00
4xovwQAl,18/07/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Ports Authority,Freetown City,,,,,,,,18/07/2025 13:15
faH4jjCL,18/07/2025,13:00,SLOVAKIA,SLOVAKIA: SLOVAK CUP - 1/256-FINALS,Velky Cetin,Nitrianske Hrnciarovce,,,,,,,,18/07/2025 13:00
faT34sQM,18/07/2025,15:15,SLOVENIA,SLOVENIA: PRVA LIGA,Radomlje,Aluminij,1.91,3.55,3.65,1.72,2.0,1.65,2.12,18/07/2025 15:15
Ukou6vjR,18/07/2025,07:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Daegu,Gimcheon Sangmu,3.4,3.6,2.05,1.67,2.15,1.57,2.25,18/07/2025 07:30
8zcW70LE,18/07/2025,07:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Suwon FC,Gwangju FC,2.8,3.3,2.55,1.95,1.85,1.67,2.1,18/07/2025 07:30
UPuVIOCU,18/07/2025,20:00,USA,USA: USL CHAMPIONSHIP,Detroit,Pittsburgh,2.7,3.05,2.5,2.32,1.53,2.0,1.72,18/07/2025 20:00
6NSv87bC,18/07/2025,20:30,USA,USA: USL CHAMPIONSHIP,North Carolina,Indy Eleven,2.02,3.35,3.25,1.9,1.8,1.75,1.95,18/07/2025 20:30
8OYmiXp9,18/07/2025,18:30,VENEZUELA,VENEZUELA: LIGA FUTVE - CLAUSURA,La Guaira,Rayo Zuliano,,,,,,,,18/07/2025 18:30
QaDEYOUs,18/07/2025,21:00,VENEZUELA,VENEZUELA: LIGA FUTVE - CLAUSURA,Anzoategui FC,Caracas,,,,,,,,18/07/2025 21:00
UyYgFEHO,18/07/2025,15:30,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Caerau Ely,Trefelin,,,,,,,,18/07/2025 15:30
MVUTiKJ0,18/07/2025,15:30,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Flint Mountain,Denbigh,,,,,,,,18/07/2025 15:30
ABZ5QvQP,18/07/2025,15:30,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Pontypridd,Cwmbran Celtic,,,,,,,,18/07/2025 15:30
Sj026JYg,18/07/2025,15:30,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Ruthin,Penrhyncoch,,,,,,,,18/07/2025 15:30
E5RLgtkl,18/07/2025,15:45,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Guilsfield,Mold Alexandra,,,,,,,,18/07/2025 15:45
fw2f8u4s,18/07/2025,15:45,WALES,WALES: LEAGUE CUP - 1/32-FINALS,Holyhead,Buckley,,,,,,,,18/07/2025 15:45
bZYILiIt,18/07/2025,13:00,WORLD,WORLD: FRIENDLY INTERNATIONAL,Ried,Qatar,,,,,,,,18/07/2025 13:00
tjfffOFs,18/07/2025,04:30,WORLD,WORLD: CLUB FRIENDLY,Belasitsa (Bul),Hapoel Kfar Shalem (Isr),,,,,,,,18/07/2025 04:30
xrquFdg5,18/07/2025,05:30,WORLD,WORLD: CLUB FRIENDLY,Elche (Esp),Millwall (Eng),,,,,,,,18/07/2025 05:30
vFu4AEjS,18/07/2025,07:00,WORLD,WORLD: CLUB FRIENDLY,Southampton (Eng),Valenciennes (Fra),,,,,,,,18/07/2025 07:00
fTCBOy4e,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,A. Klagenfurt (Aut),Atus Velden (Aut),1.65,4.08,4.08,1.28,3.16,1.35,2.75,18/07/2025 09:00
hp4D6nOq,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Apollon (Cyp),Paralimni (Cyp),,,,,,,,18/07/2025 09:00
CvtC5DcU,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Bani Yas (Uae),Vozdovac (Srb),,,,,,,,18/07/2025 09:00
4I07Fend,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Bayern II (Ger),Grossaspach (Ger),1.75,4.0,3.6,1.36,2.88,1.36,2.88,18/07/2025 09:00
hxbdfnfJ,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Cardiff (Wal),Cambridge Utd (Eng),,,,,,,,18/07/2025 09:00
U3hfoeQQ,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,First Vienna (Aut),Hartberg (Aut),,,,,,,,18/07/2025 09:00
bN4ukRk4,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Hapoel Kfar Shalem (Isr),H. Ironi Rishon (Isr),2.05,3.66,2.9,1.6,2.14,1.55,2.22,18/07/2025 09:00
Y5pbgrMb,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Jong PSV (Ned),Roda (Ned),,,,,,,,18/07/2025 09:00
ER60ixL8,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Kolos Kovalivka (Ukr),SC Poltava (Ukr),,,,,,,,18/07/2025 09:00
jyxpwpwS,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Kudrivka-Nyva (Ukr),Livyi Bereg (Ukr),,,,,,,,18/07/2025 09:00
phfwSn4k,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Magdeburg (Ger),RW Essen (Ger),,,,,,,,18/07/2025 09:00
U9VG1qmB,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Sesvete (Cro),Varazdin (Cro),,,,,,,,18/07/2025 09:00
jTsPHdcD,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Sheppey United (Eng),Gillingham FC U21 (Eng),,,,,,,,18/07/2025 09:00
QDfewtOk,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Sion (Sui),Annecy (Fra),,,,,,,,18/07/2025 09:00
MJv9PgfT,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Slavia TU Kosice (Svk),Kosice (Svk),,,,,,,,18/07/2025 09:00
SInLMw2s,18/07/2025,09:00,WORLD,WORLD: CLUB FRIENDLY,Wiener Sport-Club (Aut),Floridsdorfer AC (Aut),,,,,,,,18/07/2025 09:00
KAdxTsVr,18/07/2025,11:00,WORLD,WORLD: CLUB FRIENDLY,Altrincham (Eng),Radcliffe (Eng),,,,,,,,18/07/2025 11:00
G2HW902k,18/07/2025,11:00,WORLD,WORLD: CLUB FRIENDLY,Hannover II (Ger),Babelsberg (Ger),,,,,,,,18/07/2025 11:00
8hxQ1fzI,18/07/2025,11:00,WORLD,WORLD: CLUB FRIENDLY,Utrecht (Ned),Charleroi (Bel),,,,,,,,18/07/2025 11:00
bml3m1ZH,18/07/2025,11:30,WORLD,WORLD: CLUB FRIENDLY,Austria Vienna (Am) (Aut),Horn (Aut),,,,,,,,18/07/2025 11:30
dxFsKWBb,18/07/2025,12:00,WORLD,WORLD: CLUB FRIENDLY,Altach (Aut),Freiburg (Ger),,,,,,,,18/07/2025 12:00
MVKLfKJr,18/07/2025,12:00,WORLD,WORLD: CLUB FRIENDLY,Donaufeld Wien (Aut),Stripfing (Aut),,,,,,,,18/07/2025 12:00
GxjPyqX9,18/07/2025,12:00,WORLD,WORLD: CLUB FRIENDLY,Memmingen (Ger),Augsburg (Ger),,,,,,,,18/07/2025 12:00
MHL8shIa,18/07/2025,12:30,WORLD,WORLD: CLUB FRIENDLY,Aue (Ger),B. Monchengladbach (Ger),,,,,,,,18/07/2025 12:30
Wva3TuOa,18/07/2025,12:30,WORLD,WORLD: CLUB FRIENDLY,Auxerre (Fra),Orleans (Fra),,,,,,,,18/07/2025 12:30
Gjm05gbM,18/07/2025,12:30,WORLD,WORLD: CLUB FRIENDLY,Concarneau (Fra),Laval (Fra),,,,,,,,18/07/2025 12:30
Eqjbzdc5,18/07/2025,12:30,WORLD,WORLD: CLUB FRIENDLY,Makedonija GP (Mkd),Teuta (Alb),,,,,,,,18/07/2025 12:30
K6lhIyXG,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,ASK Voitsberg (Aut),Ittihad Kalba (Uae),,,,,,,,18/07/2025 13:00
APjxcDMN,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Dijon (Fra),Fleury-Merogis (Fra),,,,,,,,18/07/2025 13:00
GtAWzaOi,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Erfurt (Ger),Nurnberg II (Ger),,,,,,,,18/07/2025 13:00
pGEjv8eT,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Fortuna Koln (Ger),FC Koln (Ger),,,,,,,,18/07/2025 13:00
IRmfbkV7,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Karvina B (Cze),Hlubina (Cze),,,,,,,,18/07/2025 13:00
SfdOz0Jc,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Lohne (Ger),Lotte (Ger),,,,,,,,18/07/2025 13:00
Ic2Y7ps9,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Montpellier (Fra),Rodez (Fra),1.91,3.6,3.3,1.57,2.25,1.5,2.4,18/07/2025 13:00
AB1LX3yA,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Preussen Munster (Ger),Heracles (Ned),,,,,,,,18/07/2025 13:00
CtcHl6e4,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Rennes (Fra),Brest (Fra),,,,,,,,18/07/2025 13:00
ADxF4K1U,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Ried (Aut),Cottbus (Ger),,,,,,,,18/07/2025 13:00
MXsfW453,18/07/2025,13:00,WORLD,WORLD: CLUB FRIENDLY,Salzburg (Aut),Derby (Eng),,,,,,,,18/07/2025 13:00
