Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
MB6YqTRb,09/05/2025,20:00,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Arsenal Sarandi,Gimnasia y Tiro,2.8,2.8,2.8,3.5,1.3,2.63,1.44,09/05/2025 20:00
I1p7xBPi,09/05/2025,09:00,ARMENIA,ARMENIA: PREMIER LEAGUE,West Armenia,Ararat-Armenia,,,,,,,,09/05/2025 09:00
MgsOYSOG,09/05/2025,11:30,ARMENIA,ARMENIA: PREMIER LEAGUE,Noah,Pyunik Yerevan,,,,,,,,09/05/2025 11:30
lYASIgzi,09/05/2025,21:00,ARUBA,ARUBA: DIVISION DI HONOR - WINNERS STAGE,Racing Club Aruba,La Fama,,,,,,,,09/05/2025 21:00
65Hp26x3,09/05/2025,07:30,ASIA,ASIA: SAFF CHAMPIONSHIP U19,Bangladesh U19,Maldives U19,,,,,,,,09/05/2025 07:30
vD4Xh2ak,09/05/2025,11:00,ASIA,ASIA: SAFF CHAMPIONSHIP U19,Sri Lanka U19,India U19,,,,,,,,09/05/2025 11:00
IBmYEi7D,09/05/2025,06:35,AUSTRALIA,AUSTRALIA: A-LEAGUE - PLAY OFFS - QUARTER-FINALS,Western United,Adelaide United,1.8,3.9,3.9,1.4,3.0,1.4,2.75,09/05/2025 06:35
Me056dUi,09/05/2025,07:00,AUSTRALIA,AUSTRALIA: NPL NORTHERN NSW,Charlestown Azzurri,Edgeworth E.,3.1,4.2,1.8,1.5,2.5,1.45,2.37,09/05/2025 07:00
vHz12wpA,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL NSW,Manly Utd,Rockdale Ilinden,4.55,4.15,1.6,1.5,2.27,1.55,2.15,09/05/2025 06:30
YHhZqVTr,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL NSW,St George Saints,WS Wanderers U23,1.7,4.25,3.7,1.38,2.6,1.42,2.45,09/05/2025 06:30
OvHVyITP,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,Brisbane City,Gold Coast Utd,2.35,3.95,2.45,1.4,2.52,1.39,2.55,09/05/2025 06:30
I7eyIdxf,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,Gold Coast Knights,St. George Willawong,1.1,7.2,22.0,1.27,3.1,2.02,1.62,09/05/2025 06:30
jLgqGz76,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,Sunshine Coast Wanderers,Brisbane Roar U23,2.6,3.8,2.27,1.47,2.32,1.45,2.4,09/05/2025 06:30
QLlgpR1E,09/05/2025,07:45,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,Adelaide City,Campbelltown City,1.78,3.8,3.8,1.47,2.35,1.45,2.37,09/05/2025 07:45
d8BQRIom,09/05/2025,07:45,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,West Torrens,Modbury Jets,2.95,3.65,2.1,1.45,2.37,1.42,2.47,09/05/2025 07:45
tlLIHk7M,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Green Gully,Avondale FC,5.3,4.55,1.5,1.5,2.42,1.62,2.15,09/05/2025 06:30
CWBlCTUq,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Heidelberg Utd,Port Melbourne Sharks,1.16,6.8,15.0,1.26,3.5,1.72,2.0,09/05/2025 06:30
Yo0cA7ad,09/05/2025,06:45,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Dandenong City,Melbourne Victory U21,1.65,4.2,4.2,1.39,2.77,1.42,2.65,09/05/2025 06:45
EeWDkF8r,09/05/2025,08:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Perth SC,Western Knights,1.7,4.1,3.95,1.35,2.7,1.39,2.57,09/05/2025 08:00
2ueidK3k,09/05/2025,07:00,AUSTRALIA,AUSTRALIA: NORTHERN NSW STATE LEAGUE,Toronto Awaba Stags,South Cardiff,,,,,,,,09/05/2025 07:00
tO5oZyI6,09/05/2025,07:30,AUSTRALIA,AUSTRALIA: QUEENSLAND PREMIER LEAGUE,Capalaba,Logan Lightning,3.25,4.2,1.83,1.26,3.15,1.29,3.0,09/05/2025 07:30
Y37HTfmS,09/05/2025,23:15,AUSTRALIA,AUSTRALIA: TASMANIA NORTHERN CHAMPIONSHIP,Launceston U21,Riverside Olympic U21,,,,,,,,09/05/2025 23:15
t0iLvkW9,09/05/2025,07:15,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,Olympia Warriors,Hobart Utd.,,,,,,,,09/05/2025 07:15
xSpUxT0M,09/05/2025,23:15,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,Taroona,University of Tasmania,,,,,,,,09/05/2025 23:15
tpuL7OO0,09/05/2025,06:30,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Eastern Lions,Kingston City,,,,,,,,09/05/2025 06:30
xCYT52gD,09/05/2025,07:30,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Moreland City,Manningham United Blues,,,,,,,,09/05/2025 07:30
U5LFT5oK,09/05/2025,07:30,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Northcote City,Bentleigh Greens,,,,,,,,09/05/2025 07:30
6599joc2,09/05/2025,14:30,AUSTRIA,AUSTRIA: BUNDESLIGA - CHAMPIONSHIP GROUP,Sturm Graz,Salzburg,2.9,3.4,2.35,1.7,2.1,1.57,2.25,09/05/2025 14:30
Actk8UaB,09/05/2025,13:00,AUSTRIA,AUSTRIA: 2. LIGA,A. Lustenau,First Vienna,2.35,3.65,2.62,1.57,2.25,1.5,2.4,09/05/2025 13:00
INqc68UN,09/05/2025,13:00,AUSTRIA,AUSTRIA: 2. LIGA,Floridsdorfer AC,Horn,1.75,3.65,4.2,1.83,1.87,1.78,1.93,09/05/2025 13:00
lrhtAjVb,09/05/2025,13:00,AUSTRIA,AUSTRIA: 2. LIGA,SK Rapid II,Liefering,2.27,3.7,2.7,1.53,2.35,1.47,2.5,09/05/2025 13:00
rokYBC0n,09/05/2025,13:00,AUSTRIA,AUSTRIA: 2. LIGA,St. Polten,Bregenz,1.31,5.5,7.4,1.35,2.92,1.62,2.15,09/05/2025 13:00
4KJNi9FU,09/05/2025,15:30,AUSTRIA,AUSTRIA: 2. LIGA,Admira,ASK Voitsberg,1.83,3.55,4.0,1.8,1.91,1.72,2.0,09/05/2025 15:30
dCVVc7x2,09/05/2025,12:00,AZERBAIJAN,AZERBAIJAN: PREMIER LEAGUE,Sabah Baku,Shamakhi,,,,,,,,09/05/2025 12:00
nVcEEhSj,09/05/2025,07:00,BANGLADESH,BANGLADESH: PREMIER LEAGUE,Brothers U.,Bashundara Kings,,,,,,,,09/05/2025 07:00
MmEZLzzH,09/05/2025,07:00,BANGLADESH,BANGLADESH: PREMIER LEAGUE,Chittagong Abahani,Dhaka Wanderers,2.27,3.25,2.8,1.8,1.8,,,09/05/2025 07:00
IF7rKE4T,09/05/2025,07:00,BANGLADESH,BANGLADESH: PREMIER LEAGUE,Fortis,Mohammedan,,,,,,,,09/05/2025 07:00
z9eTGnke,09/05/2025,10:00,BELARUS,BELARUS: PERSHAYA LIGA,Volna Pinsk,Dnepr Mogilev,,,,,,,,09/05/2025 10:00
fVoSMLQP,09/05/2025,15:45,BELGIUM,BELGIUM: JUPILER PRO LEAGUE - CONFERENCE LEAGUE GROUP,Charleroi,Westerlo,1.9,3.9,3.7,1.57,2.35,1.53,2.38,09/05/2025 15:45
KAOzclrS,09/05/2025,21:00,BOLIVIA,BOLIVIA: DIVISION PROFESIONAL,Blooming,Wilstermann,1.4,4.75,6.5,1.62,2.25,1.83,1.83,09/05/2025 21:00
EsudCJQq,09/05/2025,15:00,BOSNIA AND HERZEGOVINA,BOSNIA AND HERZEGOVINA: WWIN LIGA BIH,Sloboda,Igman K.,,,,,,,,09/05/2025 15:00
riSaKh0C,09/05/2025,21:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Sao Paulo W,Fluminense W,1.5,3.8,6.6,1.91,1.8,2.0,1.72,09/05/2025 21:00
lvIUUU7l,09/05/2025,11:45,BULGARIA,BULGARIA: PARVA LIGA - CHAMPIONSHIP GROUP,Arda,Ludogorets,3.25,3.25,2.2,2.2,1.65,1.91,1.8,09/05/2025 11:45
IcOyOkhK,09/05/2025,14:15,BULGARIA,BULGARIA: PARVA LIGA - CONFERENCE LEAGUE GROUP,CSKA Sofia,Botev Plovdiv,1.4,4.33,8.0,1.75,2.05,2.0,1.73,09/05/2025 14:15
jNM3BOLa,09/05/2025,08:00,CAMBODIA,CAMBODIA: CPL - RELEGATION GROUP,Life FC,Kirivong Sok Sen Chey,,,,,,,,09/05/2025 08:00
2VseIcRF,09/05/2025,16:00,CHILE,CHILE: SEGUNDA DIVISION,Provincial Ovalle,Dep. Linares,,,,,,,,09/05/2025 16:00
Qm94xa3D,09/05/2025,20:00,CHILE,CHILE: COPA CHILE,U. De Chile,Recoleta,1.38,5.0,6.5,1.44,2.6,1.7,2.05,09/05/2025 20:00
pAL8qAbm,09/05/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Shanghai Port,Qingdao Hainiu,1.25,7.0,9.0,1.36,3.1,1.75,2.0,09/05/2025 08:35
MZbR9nAE,09/05/2025,20:20,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA,Deportes Tolima,U. Magdalena,1.38,4.2,9.0,2.2,1.65,2.63,1.44,09/05/2025 20:20
EcNdyS3k,09/05/2025,22:30,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA,Bucaramanga,Ind. Medellin,2.9,2.9,2.5,2.7,1.44,2.2,1.62,09/05/2025 22:30
nojM8jVb,09/05/2025,13:00,CROATIA,CROATIA: HNL,Osijek,Lok. Zagreb,1.72,3.4,4.75,1.83,2.03,1.73,2.0,09/05/2025 13:00
vH8BDLsf,09/05/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Juventud,Artemisa,,,,,,,,09/05/2025 17:00
Wv5fLBdC,09/05/2025,13:00,CYPRUS,CYPRUS: CYPRUS LEAGUE - RELEGATION GROUP,Nea Salamis,Anorthosis,3.05,3.65,2.05,1.52,2.22,1.47,2.32,09/05/2025 13:00
by2wHRGc,09/05/2025,13:30,DENMARK,DENMARK: 1ST DIVISION - PROMOTION GROUP,Fredericia,Hvidovre IF,1.73,3.7,4.75,1.7,2.1,1.73,2.0,09/05/2025 13:30
f3enF5oA,09/05/2025,13:30,DENMARK,DENMARK: 1ST DIVISION - PROMOTION GROUP,Horsens,Odense,3.0,3.75,2.15,1.6,2.3,1.53,2.38,09/05/2025 13:30
vB9OhXjT,09/05/2025,14:00,DENMARK,DENMARK: 1ST DIVISION - RELEGATION GROUP,Roskilde,Hobro,2.75,3.6,2.2,1.75,2.05,1.62,2.2,09/05/2025 14:00
8Oxfq98L,09/05/2025,14:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - RELEGATION,B93 W,KoldingQ W,,,,,,,,09/05/2025 14:00
v7TPwmWr,09/05/2025,14:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - RELEGATION,Midtjylland W,ASA Aarhus W,,,,,,,,09/05/2025 14:00
K8RUbf7F,09/05/2025,13:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Aarhus W,Nordsjaelland W,,,,,,,,09/05/2025 13:00
ShkKUlZg,09/05/2025,11:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Motema Pembe,Maniema,,,,,,,,09/05/2025 11:00
AwtXnyGF,09/05/2025,21:00,ECUADOR,ECUADOR: LIGA PRO,Orense,Dep. Cuenca,2.25,3.1,3.4,2.35,1.57,2.0,1.73,09/05/2025 21:00
d8L8UOSs,09/05/2025,17:30,ECUADOR,ECUADOR: COPA ECUADOR - 1/32-FINALS,Deportivo Coca,22 de Julio,,,,,,,,09/05/2025 17:30
t8aUcIrK,09/05/2025,11:00,EGYPT,EGYPT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Ceramica Cleopatra,Zamalek,3.35,3.0,2.22,2.05,1.7,1.78,1.93,09/05/2025 11:00
Y5v9jzyf,09/05/2025,14:00,EGYPT,EGYPT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,National Bank Egypt,Pyramids,4.8,3.35,1.75,2.1,1.65,1.98,1.75,09/05/2025 14:00
Cjj0hd6s,09/05/2025,14:00,EGYPT,EGYPT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Pharco,Petrojet,2.6,2.75,3.0,2.3,1.55,1.87,1.83,09/05/2025 14:00
fR9S1iQQ,09/05/2025,16:00,ENGLAND,ENGLAND: CHAMPIONSHIP - PLAY OFFS - SEMI-FINALS,Coventry,Sunderland,2.25,3.0,3.5,2.5,1.53,2.0,1.69,09/05/2025 16:00
CIWV7d55,09/05/2025,13:00,ESTONIA,ESTONIA: MEISTRILIIGA,Harju JK Laagri,Flora,7.3,5.1,1.29,,,,,09/05/2025 13:00
U1yset0s,09/05/2025,10:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Ethiopian Insurance,Bahir Dar Kenema,2.27,2.75,3.3,,,,,09/05/2025 10:00
Kb6IhmFd,09/05/2025,14:00,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,Vikingur,HB Torshavn,,,,,,,,09/05/2025 14:00
xzy30aY2,09/05/2025,14:30,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,07 Vestur Sorvagur,Streymur,,,,,,,,09/05/2025 14:30
no8Af9pp,09/05/2025,15:30,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,B36 Torshavn,FC Suduroy,,,,,,,,09/05/2025 15:30
S0Rw0VMM,09/05/2025,16:00,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,NSI Runavik,Klaksvik,,,,,,,,09/05/2025 16:00
KhJUUtYa,09/05/2025,13:31,FINLAND,FINLAND: VEIKKAUSLIIGA,Ilves,Haka,1.44,5.0,6.25,1.53,2.4,1.67,2.05,09/05/2025 13:31
S6Wlwp2B,09/05/2025,13:30,FINLAND,FINLAND: SUOMEN CUP - 1/32-FINALS,SalPa 2,TPV,,,,,,,,09/05/2025 13:30
QorIAocf,09/05/2025,13:00,FINLAND,FINLAND: KANSALLINEN LIIGA WOMEN,PK-35 Helsinki W,KuPS W,,,,,,,,09/05/2025 13:00
MqQbkk2k,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Chateauroux,Orleans,1.78,3.4,4.25,1.93,1.7,1.83,1.78,09/05/2025 14:30
M3dBBuJi,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Concarneau,Le Mans,4.4,3.15,1.83,2.15,1.55,1.98,1.65,09/05/2025 14:30
fV9I9Jm4,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Dijon,Boulogne,2.05,3.05,3.65,2.2,1.53,1.93,1.7,09/05/2025 14:30
IBJ7mTW1,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Nimes,Aubagne,1.9,3.2,4.0,2.12,1.57,1.93,1.7,09/05/2025 14:30
rkBgBWO8,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Rouen,Paris 13 Atl.,2.5,2.92,2.85,2.15,1.55,1.83,1.78,09/05/2025 14:30
44a29AgL,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Sochaux,Bourg en Bresse,2.05,2.95,3.85,2.47,1.42,2.12,1.57,09/05/2025 14:30
zmjY3lHr,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Valenciennes,Nancy,3.3,2.92,2.27,2.2,1.52,1.88,1.72,09/05/2025 14:30
jc3R7cIG,09/05/2025,14:30,FRANCE,FRANCE: NATIONAL,Villefranche,Quevilly Rouen,2.92,2.25,3.3,2.57,1.39,1.98,1.65,09/05/2025 14:30
6THH7zrJ,09/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Brikama U.,Falcons,,,,,,,,09/05/2025 13:00
byK2VwzQ,09/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Fortune,Steve Biko,,,,,,,,09/05/2025 13:00
IL0ZPHcm,09/05/2025,13:00,GAMBIA,GAMBIA: GFA LEAGUE,Greater Tomorrow,Team Rhino,,,,,,,,09/05/2025 13:00
MNAZEN5K,09/05/2025,13:30,GERMANY,GERMANY: 2. BUNDESLIGA,Nurnberg,FC Koln,4.5,4.2,1.62,1.53,2.4,1.57,2.25,09/05/2025 13:30
ELkE7ubf,09/05/2025,13:30,GERMANY,GERMANY: 2. BUNDESLIGA,Preussen Munster,Hertha Berlin,2.15,4.0,2.87,1.53,2.4,1.5,2.5,09/05/2025 13:30
Spy38htR,09/05/2025,14:00,GERMANY,GERMANY: 3. LIGA,Dortmund II,Stuttgart II,2.37,3.5,2.7,1.6,2.3,1.5,2.5,09/05/2025 14:00
8YwP0XfT,09/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Mighty Royals,KAC Soccer,,,,,,,,09/05/2025 12:00
EkcHqUse,09/05/2025,15:00,HUNGARY,HUNGARY: OTP BANK LIGA,Gyor,Fehervar FC,1.85,3.75,3.7,1.67,2.15,1.58,2.2,09/05/2025 15:00
MVMcJBRr,09/05/2025,15:00,ICELAND,ICELAND: DIVISION 1,Leiknir,Thor Akureyri,2.47,3.5,2.52,1.53,2.18,1.45,2.37,09/05/2025 15:00
UeQ5Hkde,09/05/2025,16:15,ICELAND,ICELAND: DIVISION 1,Keflavik,Throttur,1.6,4.15,4.5,1.4,2.52,1.45,2.37,09/05/2025 16:15
jBEEFTQ7,09/05/2025,16:15,ICELAND,ICELAND: DIVISION 1,Kopavogur,IR Reykjavik,2.22,3.75,2.7,1.57,2.12,1.52,2.22,09/05/2025 16:15
d810wXIE,09/05/2025,16:30,ICELAND,ICELAND: DIVISION 1,Fylkir,Selfoss,1.27,4.7,11.5,1.37,2.65,1.6,2.05,09/05/2025 16:30
KGLIjE5U,09/05/2025,16:15,ICELAND,ICELAND: DIVISION 2,Haukar,Vidir,,,,,,,,09/05/2025 16:15
juhGUp1f,09/05/2025,15:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Hafnarfjordur W,Stjarnan W,,,,,,,,09/05/2025 15:00
n7oPSOV6,09/05/2025,15:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Vikingur Reykjavik W,Fram W,,,,,,,,09/05/2025 15:00
jsepwXdf,09/05/2025,05:30,INDONESIA,INDONESIA: LIGA 1,Dewa United,Persita,1.35,4.75,7.3,1.47,2.35,1.7,1.91,09/05/2025 05:30
fF1yugSs,09/05/2025,05:30,INDONESIA,INDONESIA: LIGA 1,PSIS Semarang,PSS Sleman,2.37,3.35,2.67,1.72,1.9,1.6,2.07,09/05/2025 05:30
OfghyBR6,09/05/2025,09:00,INDONESIA,INDONESIA: LIGA 1,Persib Bandung,Barito Putera,1.53,4.35,4.85,1.47,2.32,1.57,2.1,09/05/2025 09:00
6FCpGHmg,09/05/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Cork City,Derry City,4.5,3.4,1.8,2.2,1.62,2.0,1.75,09/05/2025 15:45
t4s9sT6m,09/05/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Shamrock Rovers,Drogheda,1.55,3.6,6.5,2.1,1.7,2.1,1.67,09/05/2025 15:45
UPDjPoiJ,09/05/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Shelbourne,St. Patricks,2.63,3.1,2.63,2.25,1.62,1.95,1.8,09/05/2025 15:45
ALjwmkqQ,09/05/2025,15:45,IRELAND,IRELAND: PREMIER DIVISION,Waterford,Galway,3.5,3.1,2.1,2.1,1.7,1.91,1.91,09/05/2025 15:45
xpnAnPzi,09/05/2025,10:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - PROMOTION GROUP,Bnei Yehuda,Hapoel Kfar Saba,,,,,,,,09/05/2025 10:00
rySJvje3,09/05/2025,10:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - RELEGATION GROUP,H. Akko,Hapoel Umm al-Fahm,,,,,,,,09/05/2025 10:00
GlQRxUPF,09/05/2025,10:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - RELEGATION GROUP,H. Raanana,Ramat Hasharon,,,,,,,,09/05/2025 10:00
MVtPI8Yq,09/05/2025,10:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - RELEGATION GROUP,Maccabi Jaffa,Hapoel Afula,,,,,,,,09/05/2025 10:00
UepXGn3d,09/05/2025,10:00,ISRAEL,ISRAEL: LEUMIT LEAGUE - RELEGATION GROUP,MS Kafr Qasim,Nof Hagalil,,,,,,,,09/05/2025 10:00
fs4qQDe5,09/05/2025,06:45,ISRAEL,ISRAEL: LIGA ALEF - PROMOTION PLAY OFFS - SEMI-FINALS,Nordia Jerusalem,SC Dimona,,,,,,,,09/05/2025 06:45
dhB9PRFi,09/05/2025,15:30,ITALY,ITALY 2,Cittadella,Bari,2.63,3.25,2.63,1.94,1.79,1.7,2.05,09/05/2025 15:30
hK4IN5p4,09/05/2025,15:30,ITALY,ITALY 2,Cosenza,Cesena,4.75,3.5,1.71,2.0,1.85,1.77,1.92,09/05/2025 15:30
QX2QLqFG,09/05/2025,15:30,ITALY,ITALY 2,Juve Stabia,Reggiana,2.01,2.82,4.33,2.3,1.57,1.92,1.77,09/05/2025 15:30
MadZJNqT,09/05/2025,15:30,ITALY,ITALY 2,Mantova,Carrarese,2.01,3.1,3.9,2.0,1.85,1.72,2.0,09/05/2025 15:30
jFn5E17j,09/05/2025,15:30,ITALY,ITALY 2,Modena,Brescia,2.45,2.9,3.2,2.4,1.53,1.95,1.8,09/05/2025 15:30
WAPix5ac,09/05/2025,15:30,ITALY,ITALY 2,Palermo,Frosinone,2.0,3.1,4.2,1.93,1.93,1.7,2.05,09/05/2025 15:30
vyTazqU9,09/05/2025,15:30,ITALY,ITALY 2,Pisa,Sudtirol,1.75,3.3,5.25,2.25,1.62,2.05,1.7,09/05/2025 15:30
YyoYHzEr,09/05/2025,15:30,ITALY,ITALY 2,Sampdoria,Salernitana,2.05,3.3,3.5,2.05,1.75,1.8,1.95,09/05/2025 15:30
6kqtGEre,09/05/2025,15:30,ITALY,ITALY 2,Sassuolo,Catanzaro,2.15,3.5,3.1,1.65,2.2,1.53,2.38,09/05/2025 15:30
C2EtEhD7,09/05/2025,15:30,ITALY,ITALY 2,Spezia,Cremonese,2.25,3.5,3.0,1.73,2.08,1.62,2.2,09/05/2025 15:30
SAIbKlMj,09/05/2025,12:30,IVORY COAST,IVORY COAST: LIGUE 1,Stella Adjame,SO Armee,,,,,,,,09/05/2025 12:30
tj0orhEc,09/05/2025,15:00,IVORY COAST,IVORY COAST: LIGUE 1,ISCA,AS Denguele,,,,,,,,09/05/2025 15:00
GlUol0re,09/05/2025,11:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,Zhenis,Kairat Almaty,5.6,3.65,1.57,1.85,1.75,1.87,1.75,09/05/2025 11:00
SUQ0HyOi,09/05/2025,09:00,KENYA,KENYA: PREMIER LEAGUE,Bandari,Police FC,,,,,,,,09/05/2025 09:00
2NmIBXiT,09/05/2025,09:00,KENYA,KENYA: PREMIER LEAGUE,KCB,Shabana,,,,,,,,09/05/2025 09:00
8Qgz1GwB,09/05/2025,09:00,KENYA,KENYA: PREMIER LEAGUE,Nairobi City,Mara Sugar,,,,,,,,09/05/2025 09:00
GKU9CRSk,09/05/2025,11:00,KOSOVO,KOSOVO: LIGA E PARE,Mitrovica,Rahoveci,,,,,,,,09/05/2025 11:00
YkzGoc0L,09/05/2025,07:00,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Asiagoal Bishkek,Abdish-Ata,,,,,,,,09/05/2025 07:00
4YQotyOr,09/05/2025,07:00,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Bishkek City,Alga,,,,,,,,09/05/2025 07:00
Sx5FmJV8,09/05/2025,07:00,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Talant,Alay Osh,,,,,,,,09/05/2025 07:00
63pRkmY0,09/05/2025,13:00,LATVIA,LATVIA: VIRSLIGA,RFS,BFC Daugavpils,1.12,6.2,18.5,,,,,09/05/2025 13:00
AaqZBU1L,09/05/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Asswehly,Al Ittihad Misurata,,,,,,,,09/05/2025 12:30
EXkQDjX8,09/05/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Olympic Azzaweya,Al Ahly Tripoli,,,,,,,,09/05/2025 12:30
QPl468Pr,09/05/2025,14:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Madina,Al-Ittihad,,,,,,,,09/05/2025 14:30
2qJrAJvn,09/05/2025,13:30,LITHUANIA,LITHUANIA: A LYGA,Zalgiris,Riteriai,1.47,4.05,5.5,1.65,1.98,,,09/05/2025 13:30
