Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
Wnu3kHpK,14/06/2025,15:00,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Talleres (R.E),Central Norte,2.35,3.0,3.25,2.88,1.4,2.38,1.53,14/06/2025 15:00
OnLoQ0H8,14/06/2025,15:00,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Tristan Suarez,San Miguel,2.88,2.7,2.88,3.1,1.36,2.5,1.5,14/06/2025 15:00
MHJsrZxf,14/06/2025,15:30,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,CA Estudiantes,Chaco For Ever,2.05,2.88,4.33,3.4,1.33,2.75,1.4,14/06/2025 15:30
zuKPII9r,14/06/2025,15:30,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Deportivo Maipu,Racing Cordoba,2.3,2.7,3.7,2.7,1.44,2.2,1.62,14/06/2025 15:30
WhYa2cP1,14/06/2025,16:00,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,San Martin T.,Almagro,1.83,2.9,5.5,3.4,1.33,2.75,1.4,14/06/2025 16:00
Q9GbvixJ,14/06/2025,16:40,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Temperley,Colon Santa Fe,2.5,3.0,3.0,3.6,1.29,2.75,1.4,14/06/2025 16:40
4tmHRDhD,14/06/2025,18:00,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Estudiantes Rio Cuarto,Gimnasia Mendoza,3.0,2.4,3.2,3.5,1.3,2.63,1.44,14/06/2025 18:00
l4LZqe8s,14/06/2025,18:40,ARGENTINA,ARGENTINA: PRIMERA NACIONAL,Deportivo Moron,Almirante Brown,1.95,3.1,4.33,3.1,1.36,2.63,1.44,14/06/2025 18:40
4W7yNgpT,14/06/2025,14:00,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Douglas Haig,Gimnasia E.R.,,,,,,,,14/06/2025 14:00
ldmH6hkQ,14/06/2025,14:00,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Guillermo Brown,Deportivo Rincon,,,,,,,,14/06/2025 14:00
OMaTOFFG,14/06/2025,15:00,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Independiente Chivilcoy,9 de Julio Rafaela,,,,,,,,14/06/2025 15:00
M3z4clCC,14/06/2025,15:00,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Kimberley,Olimpo Bahia Blanca,,,,,,,,14/06/2025 15:00
nTUxLxv2,14/06/2025,15:30,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Ciudad Bolivar,Costa Brava,,,,,,,,14/06/2025 15:30
S22yutdo,14/06/2025,15:30,ARGENTINA,ARGENTINA: TORNEO FEDERAL,Santamarina,Germinal,,,,,,,,14/06/2025 15:30
EcZkSKd2,14/06/2025,21:00,ARUBA,ARUBA: DIVISION DI HONOR - FINAL GROUP,La Fama,Racing Club Aruba,4.05,3.5,1.72,,,,,14/06/2025 21:00
4pDiOJad,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: NPL ACT,Queanbeyan City,Gungahlin,2.25,3.85,2.6,1.47,2.32,1.45,2.4,14/06/2025 02:00
YDv5cQEM,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: NPL ACT,Tigers FC,O'Connor Knights,1.62,4.65,3.9,1.23,3.35,1.31,2.9,14/06/2025 02:00
SdFrXGvP,14/06/2025,01:00,AUSTRALIA,AUSTRALIA: NPL NORTHERN NSW,Adamstown Rosebud,Lambton J.,3.9,4.33,1.6,1.4,2.75,1.42,2.45,14/06/2025 01:00
8jXjyTjt,14/06/2025,01:00,AUSTRALIA,AUSTRALIA: NPL NORTHERN NSW,Edgeworth E.,New Lambton,1.17,7.0,11.0,1.25,3.75,1.78,1.83,14/06/2025 01:00
EmzaZ6Lh,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: NPL NORTHERN NSW,Cooks Hill United,Belmont Swansea Utd.,2.1,3.75,2.7,1.33,3.25,1.29,3.0,14/06/2025 02:30
z3O7Xpj5,14/06/2025,03:30,AUSTRALIA,AUSTRALIA: NPL NORTHERN NSW,Maitland,Weston Bears,4.33,5.0,1.48,1.3,3.4,1.38,2.57,14/06/2025 03:30
hK2Jje3l,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: NPL NSW,WS Wanderers U23,Sydney Utd,3.6,4.05,1.78,1.44,2.42,1.45,2.37,14/06/2025 02:00
QX0RlZX0,14/06/2025,06:15,AUSTRALIA,AUSTRALIA: NPL NSW,St. George City,NWS Spirit,2.62,3.6,2.32,1.55,2.15,1.5,2.27,14/06/2025 06:15
CMjBfxbC,14/06/2025,02:15,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,Gold Coast Utd,Brisbane City,2.25,3.65,2.67,1.52,2.22,1.47,2.35,14/06/2025 02:15
O0KTCJDt,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,St. George Willawong,Gold Coast Knights,5.6,4.65,1.44,1.44,2.42,1.6,2.05,14/06/2025 04:00
G8xyBcrg,14/06/2025,05:15,AUSTRALIA,AUSTRALIA: NPL QUEENSLAND,Wynnum Wolves,Queensland Lions,5.7,5.1,1.39,1.27,3.1,1.44,2.4,14/06/2025 05:15
Y3kdNcef,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,Croydon,Adelaide Comets,2.0,3.4,3.35,1.62,2.02,1.53,2.18,14/06/2025 02:00
v1h4LyQ6,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,Adelaide Croatia Raiders,NE Metrostars,5.6,4.45,1.45,1.4,2.52,1.52,2.2,14/06/2025 02:30
0GtDJFfJ,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,Playford Patriots,Campbelltown City,2.0,3.8,3.05,1.45,2.4,1.42,2.45,14/06/2025 02:30
SMYbsJnQ,14/06/2025,04:30,AUSTRALIA,AUSTRALIA: NPL SOUTH AUSTRALIA,FK Beograd,Adelaide United U23,2.55,3.6,2.37,1.42,2.47,1.37,2.62,14/06/2025 04:30
KjCG49Wa,14/06/2025,01:15,AUSTRALIA,AUSTRALIA: NPL TASMANIA,Riverside Olympic,Kingborough Lions,2.67,4.35,2.05,1.31,2.87,1.25,3.2,14/06/2025 01:15
SGFO2m1C,14/06/2025,01:30,AUSTRALIA,AUSTRALIA: NPL TASMANIA,Launceston United,Clarence Zebras,2.25,4.2,2.45,1.27,3.1,1.29,3.0,14/06/2025 01:30
lW3X0RVO,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: NPL TASMANIA,Glenorchy Knights,Devonport,2.42,3.7,2.47,1.52,2.22,1.47,2.35,14/06/2025 02:30
IovsLUGt,14/06/2025,03:45,AUSTRALIA,AUSTRALIA: NPL TASMANIA,Launceston,South Hobart,3.55,4.35,1.72,1.28,3.0,1.33,2.8,14/06/2025 03:45
4OyfQyCF,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Avondale FC,St Albans,1.26,6.0,8.5,1.31,3.15,1.65,2.1,14/06/2025 02:00
bPgS7Tel,14/06/2025,02:15,AUSTRALIA,AUSTRALIA: NPL VICTORIA,Altona Magic,Hume City,3.1,3.75,2.05,1.65,2.12,1.6,2.2,14/06/2025 02:15
AyooY7v1,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Floreat Athena,Armadale,3.2,4.0,1.9,1.32,2.85,1.33,2.8,14/06/2025 04:00
xlMufk1K,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Fremantle City,Perth Glory U23,2.95,4.1,1.98,1.31,2.9,1.32,2.85,14/06/2025 04:00
2BswzU9l,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Perth RedStar,Western Knights,1.87,3.7,3.55,1.55,2.15,1.52,2.2,14/06/2025 04:00
WjZgWo9D,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Sorrento,Bayswater,3.7,4.15,1.72,1.42,2.47,1.45,2.37,14/06/2025 04:00
dY2ClTOs,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Balcatta,Perth SC,3.05,3.65,2.05,1.47,2.32,1.44,2.42,14/06/2025 06:00
rR06ujnR,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: NPL WESTERN AUSTRALIA,Stirling Macedonia,Olympic Kingsway,3.0,3.75,2.05,1.57,2.1,1.53,2.18,14/06/2025 06:00
zatcPlMM,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: CAPITAL PREMIER LEAGUE,ANU,Belconnen Utd.,3.1,4.0,1.87,,,,,14/06/2025 02:00
COiH7PfK,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: CAPITAL PREMIER LEAGUE,Canberra Juventus,Canberra White Eagles,1.65,4.35,3.6,,,,,14/06/2025 02:00
vXnlRAiA,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: CAPITAL PREMIER LEAGUE,Canberra Olympic,West Canberra Wanderers,,,,,,,,14/06/2025 02:00
xlAuuMTj,14/06/2025,01:00,AUSTRALIA,AUSTRALIA: NORTHERN NSW STATE LEAGUE,Singleton Strikers,Toronto Awaba Stags,,,,,,,,14/06/2025 01:00
Is88rezq,14/06/2025,03:00,AUSTRALIA,AUSTRALIA: NORTHERN NSW STATE LEAGUE,Thornton Redbacks,Dudley Redhead United,,,,,,,,14/06/2025 03:00
nNaPvDZ7,14/06/2025,06:30,AUSTRALIA,AUSTRALIA: NORTHERN NSW STATE LEAGUE,South Cardiff,Wallsend Red Devils,,,,,,,,14/06/2025 06:30
I50ND8xQ,14/06/2025,03:15,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Northern Tigers,Inter Lions,1.7,4.05,3.65,,,,,14/06/2025 03:15
llig8n0m,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Canterbury Bankstown,Hakoah Sydney,2.25,3.6,2.6,1.53,2.18,,,14/06/2025 04:00
bwiI2rUO,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Dulwich Hill,Bankstown City Lions,3.0,3.7,1.98,1.52,2.2,,,14/06/2025 04:00
2Bc944aC,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Rydalmere Lions,SD Raiders,2.92,3.7,2.02,1.55,2.15,,,14/06/2025 04:00
Uca16QUa,14/06/2025,04:15,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,UNSW,Mounties Wanderers FC,1.45,4.5,5.0,,,,,14/06/2025 04:15
l2WRMoFt,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Bonnyrigg White Eagles,Blacktown Spartans,3.1,3.65,1.95,1.57,2.12,,,14/06/2025 06:00
AHKzLPqg,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Bulls Academy,Macarthur Rams,1.45,4.45,5.1,1.52,2.22,,,14/06/2025 06:00
dYIrJ3E5,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Hills United,Newcastle Jets U23,2.25,3.85,2.47,,,,,14/06/2025 06:00
tKujMUkg,14/06/2025,03:45,AUSTRALIA,AUSTRALIA: QUEENSLAND PREMIER LEAGUE,Ipswich,Caboolture,3.9,4.35,1.65,1.29,3.0,1.34,2.72,14/06/2025 03:45
tnfOLIlg,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,Blue Eagles,West Adelaide,1.98,3.95,3.05,1.44,2.42,1.44,2.42,14/06/2025 02:30
6gulGEIU,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,Cove FC,Adelaide Olympic,2.3,3.9,2.5,1.38,2.6,1.37,2.65,14/06/2025 02:30
t0ZdzI3n,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,Fulham Utd.,Sturt Lions,3.2,3.95,1.9,1.45,2.37,1.45,2.37,14/06/2025 02:30
2FN5YeYb,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,Pontian Eagles,Adelaide Cobras,6.3,5.2,1.36,1.33,2.8,1.55,2.15,14/06/2025 02:30
ARouIzlI,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,Salisbury Utd.,Adelaide Vipers,1.5,4.5,4.9,1.42,2.47,1.53,2.2,14/06/2025 02:30
xEmXJdJ5,14/06/2025,02:30,AUSTRALIA,AUSTRALIA: SA STATE LEAGUE,South Adelaide,Cumberland Utd.,2.65,4.0,2.15,1.39,2.57,1.38,2.6,14/06/2025 02:30
buba9W0K,14/06/2025,01:15,AUSTRALIA,AUSTRALIA: TASMANIA NORTHERN CHAMPIONSHIP,Northern Rangers,Devonport U21,,,,,,,,14/06/2025 01:15
rDZV3AOs,14/06/2025,03:45,AUSTRALIA,AUSTRALIA: TASMANIA NORTHERN CHAMPIONSHIP,Launceston United U21,Burnie Utd.,,,,,,,,14/06/2025 03:45
UTXw2lgf,14/06/2025,05:45,AUSTRALIA,AUSTRALIA: TASMANIA NORTHERN CHAMPIONSHIP,Riverside Olympic U21,Ulverstone,,,,,,,,14/06/2025 05:45
Milp0dbm,14/06/2025,01:30,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,Hobart Utd.,Taroona,,,,,,,,14/06/2025 01:30
23yCI4EE,14/06/2025,01:30,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,New Town,South Hobart U21,1.83,4.5,2.92,,,,,14/06/2025 01:30
vVkHdNie,14/06/2025,01:30,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,South East Utd.,Olympia Warriors,,,,,,,,14/06/2025 01:30
zcqQf1M7,14/06/2025,01:30,AUSTRALIA,AUSTRALIA: TASMANIA SOUTHERN CHAMPIONSHIP,University of Tasmania,Hobart City,7.3,6.2,1.23,,,,,14/06/2025 01:30
YeLr76jt,14/06/2025,02:00,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Langwarrin,Manningham United Blues,2.18,4.05,2.6,1.31,2.9,1.31,2.87,14/06/2025 02:00
2yDa3Ok5,14/06/2025,05:00,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,Eastern Lions,Moreland City,2.12,4.05,2.67,1.32,2.85,1.32,2.82,14/06/2025 05:00
69Jj5pLh,14/06/2025,05:00,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,George Cross,Brunswick City,1.31,5.4,7.2,1.27,3.1,1.5,2.25,14/06/2025 05:00
h23z3fvP,14/06/2025,06:00,AUSTRALIA,AUSTRALIA: VICTORIA PREMIER LEAGUE,North Sunshine Eagles,Melbourne City U21,4.0,4.45,1.62,1.31,2.87,1.38,2.6,14/06/2025 06:00
8vwkiNpm,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Gosnells City,Mandurah City,4.2,4.25,1.57,,,,,14/06/2025 04:00
v1tEkA9r,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Kalamunda City,Inglewood Utd,2.27,3.25,2.8,1.8,1.8,,,14/06/2025 04:00
QHvMmlve,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Murdoch Melville,Joondalup,2.25,3.55,2.6,1.55,2.15,,,14/06/2025 04:00
EwLG9V0E,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Nedlands,Gwelup Croatia,2.1,3.7,2.75,,,,,14/06/2025 04:00
MqYUoS87,14/06/2025,04:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Subiaco,Kingsley Westside,1.62,4.0,4.05,1.52,2.22,,,14/06/2025 04:00
fT4seWoL,14/06/2025,08:00,AUSTRALIA,AUSTRALIA: WA STATE LEAGUE,Curtin Univ,Dianella White Eagle,6.0,4.6,1.38,,,,,14/06/2025 08:00
vXSU5PnB,14/06/2025,09:00,BELARUS,BELARUS: VYSSHAYA LIGA,FC Minsk,Zhodino,,,,,,,,14/06/2025 09:00
vg45I2WG,14/06/2025,12:00,BELARUS,BELARUS: VYSSHAYA LIGA,Slutsk,Din. Minsk,,,,,,,,14/06/2025 12:00
W6PM7oIb,14/06/2025,14:00,BELARUS,BELARUS: VYSSHAYA LIGA,BATE,Neman,,,,,,,,14/06/2025 14:00
nwUlhOTi,14/06/2025,08:00,BELARUS,BELARUS: PERSHAYA LIGA,Baranovici,FC Gomel 2,,,,,,,,14/06/2025 08:00
lUMkN3UH,14/06/2025,10:00,BELARUS,BELARUS: PERSHAYA LIGA,BumProm Gomel,Belshina,,,,,,,,14/06/2025 10:00
nPlGwPEb,14/06/2025,11:00,BELARUS,BELARUS: PERSHAYA LIGA,Niva Dolbizno,Lida,,,,,,,,14/06/2025 11:00
G4tXZtEN,14/06/2025,12:00,BELARUS,BELARUS: PERSHAYA LIGA,Uni X Labs,Ostrovets,,,,,,,,14/06/2025 12:00
dfAcwPsT,14/06/2025,12:00,BENIN,BENIN: LIGUE 1 - PLAY OFFS - FINAL,Dadje,Coton FC,,,,,,,,14/06/2025 12:00
U3QNFzeC,14/06/2025,16:00,BOLIVIA,BOLIVIA: DIVISION PROFESIONAL,SA Bulo Bulo,Guabira,1.8,3.6,4.33,1.53,2.4,1.5,2.5,14/06/2025 16:00
z3hecSvo,14/06/2025,18:30,BOLIVIA,BOLIVIA: DIVISION PROFESIONAL,Real Oruro,The Strongest,3.6,3.9,1.85,1.57,2.35,1.5,2.5,14/06/2025 18:30
jBzrLVWi,14/06/2025,21:00,BOLIVIA,BOLIVIA: DIVISION PROFESIONAL,Tomayapo,Blooming,2.25,3.5,2.88,1.57,2.35,1.5,2.5,14/06/2025 21:00
OEwQiy5b,14/06/2025,16:00,BRAZIL,BRAZIL 2,CRB,Goias,2.45,2.9,3.2,2.7,1.44,2.2,1.62,14/06/2025 16:00
0CQZtKjt,14/06/2025,18:30,BRAZIL,BRAZIL 2,Athletico-PR,Remo,1.7,3.6,4.75,2.2,1.65,2.1,1.67,14/06/2025 18:30
GMeXkFZA,14/06/2025,20:30,BRAZIL,BRAZIL 2,Athletic Club,Operario-PR,2.5,3.0,3.0,2.5,1.5,2.1,1.67,14/06/2025 20:30
0v7LpOL0,14/06/2025,15:00,BRAZIL,BRAZIL: COPA PAULISTA,Comercial,Francana,2.37,3.05,2.92,2.45,1.42,2.1,1.57,14/06/2025 15:00
4lFCrgdU,14/06/2025,15:00,BRAZIL,BRAZIL: COPA PAULISTA,Rio Branco SP,Primavera,3.65,3.05,2.05,2.35,1.47,2.05,1.62,14/06/2025 15:00
2qswaEtB,14/06/2025,15:00,BRAZIL,BRAZIL: COPA PAULISTA,Santo Andre,Portuguesa Santista,2.75,2.9,2.62,2.1,1.57,1.78,1.82,14/06/2025 15:00
xjZyc1U6,14/06/2025,17:00,BRAZIL,BRAZIL: COPA PAULISTA,Gremio Prudente,Monte Azul,,,,,,,,14/06/2025 17:00
84ATr2jD,14/06/2025,17:00,BRAZIL,BRAZIL: COPA PAULISTA,Uniao Sao Joao,Itapirense,1.88,3.25,4.0,2.32,1.47,2.12,1.57,14/06/2025 17:00
dfh45p7s,14/06/2025,11:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Real Brasilia W,Gremio W,5.2,3.7,1.62,2.0,1.72,2.02,1.72,14/06/2025 11:00
M1wUatyJ,14/06/2025,14:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Juventude W,Sao Paulo W,14.5,6.3,1.18,1.47,2.52,2.15,1.62,14/06/2025 14:00
hMoD3Oyf,14/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Cruzeiro W,Sport Recife W,1.03,9.5,32.0,,,,,14/06/2025 15:00
0O6YA6qK,14/06/2025,17:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Ferroviaria W,Bragantino W,1.57,3.85,5.4,1.83,1.87,1.88,1.82,14/06/2025 17:00
0nkL1266,14/06/2025,17:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Flamengo W,America Mineiro W,1.4,4.6,6.7,1.55,2.3,1.75,1.95,14/06/2025 17:00
jefP4RCr,14/06/2025,16:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,HFX Wanderers,Cavalry,2.52,3.3,2.67,2.07,1.7,1.85,1.85,14/06/2025 16:00
CArY25se,14/06/2025,19:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,Pacific FC,York Utd,2.37,3.5,2.75,1.7,2.07,1.57,2.25,14/06/2025 19:00
QJTdD5KE,14/06/2025,14:00,CAPE VERDE,CAPE VERDE: CAMPEONATO NACIONAL - PLAY OFFS - SEMI-FINALS,Boavista da Praia,Paulense,,,,,,,,14/06/2025 14:00
2or2iOce,14/06/2025,14:00,CAPE VERDE,CAPE VERDE: CAMPEONATO NACIONAL - PLAY OFFS - SEMI-FINALS,Palmeira,Sanjoanenses,,,,,,,,14/06/2025 14:00
INHwUJzh,14/06/2025,13:30,CHILE,CHILE: LIGA DE PRIMERA,Palestino,La Serena,1.75,3.75,4.33,1.98,1.83,1.83,1.83,14/06/2025 13:30
ShyMtcKc,14/06/2025,16:00,CHILE,CHILE: LIGA DE PRIMERA,U. Catolica,Huachipato,1.67,3.9,4.5,1.9,1.9,1.83,1.83,14/06/2025 16:00
88ML3bCM,14/06/2025,16:00,CHILE,CHILE: SEGUNDA DIVISION,Santiago City,San Antonio Unido,,,,,,,,14/06/2025 16:00
S8NeaDf2,14/06/2025,04:30,CHINA,CHINA: SUPER LEAGUE,Zhejiang Professional,Shanghai Port,3.9,4.1,1.75,1.44,2.7,1.44,2.63,14/06/2025 04:30
E13jLfHL,14/06/2025,08:00,CHINA,CHINA: SUPER LEAGUE,Beijing Guoan,Changchun Yatai,1.2,7.0,13.0,1.3,3.5,1.8,1.95,14/06/2025 08:00
hnFsNGn9,14/06/2025,08:00,CHINA,CHINA: SUPER LEAGUE,Qingdao West Coast,Yunnan Yukun,2.15,3.5,3.2,1.7,2.1,1.57,2.25,14/06/2025 08:00
tCmVDC9e,14/06/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Henan Songshan Longmen,Chengdu Rongcheng,5.5,4.1,1.57,1.67,2.15,1.7,2.05,14/06/2025 08:35
ppfMFYvq,14/06/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Shenzhen Xinpengcheng,Shanghai Shenhua,7.0,4.5,1.42,1.67,2.15,1.91,1.91,14/06/2025 08:35
EPowCjv8,14/06/2025,09:00,CHINA,CHINA: SUPER LEAGUE,Tianjin Jinmen Tiger,Shandong Taishan,3.5,3.7,1.95,1.62,2.25,1.57,2.25,14/06/2025 09:00
jF8tzsoo,14/06/2025,17:00,COLOMBIA,COLOMBIA: COPA COLOMBIA - FIRST STAGE,Chico,Dep. Cali,3.4,3.1,2.2,2.4,1.53,2.1,1.67,14/06/2025 17:00
IL0Scpwh,14/06/2025,22:10,COLOMBIA,COLOMBIA: COPA COLOMBIA - FIRST STAGE,Atletico F.C.,Dep. Pasto,9.5,5.25,1.25,1.44,2.7,1.8,1.91,14/06/2025 22:10
OOMmimmD,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Artemisa,Juventud,,,,,,,,14/06/2025 17:00
QFHWjvgU,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,CF Granma,FC Guantanamo,,,,,,,,14/06/2025 17:00
dzQFfMg5,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Camaguey,FC Sancti Spiritus,,,,,,,,14/06/2025 17:00
h2JOh0OH,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Ciego de Avila,Las Tunas,,,,,,,,14/06/2025 17:00
l4wab4ft,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Cienfuegos,FC Villa Clara,,,,,,,,14/06/2025 17:00
4tmsBsvn,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Santiago de Cuba,Holguin,,,,,,,,14/06/2025 17:00
AJR7drPh,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Mayabeque Guines,Matanzas,,,,,,,,14/06/2025 17:00
SdTvg9I0,14/06/2025,17:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Pinar del Rio,FC La Habana,,,,,,,,14/06/2025 17:00
QsCHZUmQ,14/06/2025,11:00,CZECH REPUBLIC,CZECH REPUBLIC: 3. CFL - PLAY OFFS - FINAL,Usti nad Labem,Domazlice,,,,,,,,14/06/2025 11:00
htMgkszJ,14/06/2025,09:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Brondby W,Odense Q W,1.33,4.6,7.1,1.57,2.1,,,14/06/2025 09:00
WQXpi356,14/06/2025,09:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Fortuna Hjorring W,Nordsjaelland W,2.02,3.05,3.45,1.62,2.02,,,14/06/2025 09:00
KnEuDpSP,14/06/2025,09:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Koge W,Aarhus W,1.35,4.55,6.5,1.53,2.18,,,14/06/2025 09:00
