Id,Date,Time,Country,League,Home,Away,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
YZe4Ppzn,18/06/2025,06:00,AUSTRALIA,AUSTRALIA: NSW LEAGUE ONE,Bonnyrigg White Eagles,Inter Lions,3.2,3.7,1.91,1.52,2.22,,,18/06/2025 06:00
p4hMEpCa,18/06/2025,14:30,BELARUS,BELARUS: VYSSHAYA LIGA,Din. Minsk,Neman,,,,,,,,18/06/2025 14:30
KtToZvW1,18/06/2025,12:30,BELARUS,BELARUS: BELARUSIAN CUP - 1/16-FINALS,BumProm Gomel,Zhodino,,,,,,,,18/06/2025 12:30
dfAcwPsT,18/06/2025,12:00,BENIN,BENIN: LIGUE 1 - PLAY OFFS - FINAL,Dadje,Coton FC,,,,,,,,18/06/2025 12:00
SQQHiWYp,18/06/2025,15:00,BRAZIL,BRAZIL: COPA PAULISTA,Monte Azul,AEA Aracatuba,,,,,,,,18/06/2025 15:00
pGxpeuaJ,18/06/2025,19:00,BRAZIL,BRAZIL: COPA PAULISTA,Inter de Limeira,Botafogo SP B,,,,,,,,18/06/2025 19:00
KfQzdXZp,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,America Mineiro W,Ferroviaria W,3.85,3.35,1.91,1.78,1.93,1.65,2.1,18/06/2025 15:00
GOb3EujC,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Bahia W,Juventude W,1.35,4.6,8.25,1.47,2.52,1.65,2.1,18/06/2025 15:00
8G6VHEd4,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Bragantino W,3B da Amazonia W,1.25,5.0,8.75,,,,,18/06/2025 15:00
xdbnEWeT,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Corinthians W,Cruzeiro W,1.42,4.3,7.0,1.47,2.52,1.6,2.2,18/06/2025 15:00
6RGA8AJj,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Fluminense W,Real Brasilia W,1.5,3.8,6.7,1.9,1.82,2.0,1.72,18/06/2025 15:00
Kd5fG1La,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Gremio W,Flamengo W,3.6,3.5,1.93,1.72,2.0,1.62,2.15,18/06/2025 15:00
4r0vGhRG,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Sao Paulo W,Internacional W,1.31,5.1,8.25,1.47,2.5,1.78,1.93,18/06/2025 15:00
0j3NJzSi,18/06/2025,15:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Sport Recife W,Palmeiras W,37.0,7.2,1.06,,,,,18/06/2025 15:00
nFRPvXfS,18/06/2025,08:35,CHINA,CHINA: SUPER LEAGUE,Henan Songshan Longmen,Shanghai Port,2.88,3.9,2.2,1.44,2.7,1.4,2.75,18/06/2025 08:35
bBEZgIIM,18/06/2025,09:00,CHINA,CHINA: SUPER LEAGUE,Shenzhen Xinpengcheng,Wuhan Three Towns,2.35,3.5,2.88,1.8,2.0,1.62,2.2,18/06/2025 09:00
hfNb7IVo,18/06/2025,09:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Sanga Balende,Anges Verts,,,,,,,,18/06/2025 09:00
zDXP9Wu9,18/06/2025,10:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Mazembe,Motema Pembe,,,,,,,,18/06/2025 10:00
biQ65d0b,18/06/2025,11:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,AC Rangers,Tanganyika,,,,,,,,18/06/2025 11:00
IcfvBzNU,18/06/2025,11:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Aigles du Congo,Don Bosco,,,,,,,,18/06/2025 11:00
KxygOxLO,18/06/2025,21:00,ECUADOR,ECUADOR: LIGA PRO,LDU Quito,Barcelona SC,1.6,3.6,6.0,1.88,1.93,1.83,1.83,18/06/2025 21:00
ABgyxjMU,18/06/2025,12:00,ESTONIA,ESTONIA: MEISTRILIIGA,Levadia,Tallinna Kalev,1.03,9.0,35.0,,,,,18/06/2025 12:00
xbeTwCiI,18/06/2025,12:00,ESTONIA,ESTONIA: MEISTRILIIGA,Narva,Flora,3.05,3.35,2.07,1.78,1.83,,,18/06/2025 12:00
j5Bqt2Yo,18/06/2025,13:00,ESTONIA,ESTONIA: MEISTRILIIGA,Parnu JK Vaprus,Paide,4.5,3.7,1.62,1.65,1.98,,,18/06/2025 13:00
d2Eivt3b,18/06/2025,14:00,ESTONIA,ESTONIA: MEISTRILIIGA,Kalju,Harju JK Laagri,1.33,4.7,6.8,,,,,18/06/2025 14:00
4Ebcn2oB,18/06/2025,13:00,ESTONIA,ESTONIA: ESTONIAN CUP - 1/64-FINALS,Raplamaa,Saku Sporting,,,,,,,,18/06/2025 13:00
Cv25ptGN,18/06/2025,13:30,ESTONIA,ESTONIA: ESTONIAN CUP - 1/64-FINALS,Olympic Tallinn,Tulevik,,,,,,,,18/06/2025 13:30
C4P1nmK5,18/06/2025,12:00,EUROPE,EUROPE: EURO U19 WOMEN,Netherlands U19 W,Spain U19 W,,,,,,,,18/06/2025 12:00
Q77zWRZO,18/06/2025,12:00,EUROPE,EUROPE: EURO U19 WOMEN,Portugal U19 W,England U19 W,,,,,,,,18/06/2025 12:00
dEzoLAL6,18/06/2025,13:00,EUROPE,EUROPE: EURO U19 WOMEN,Poland U19 W,France U19 W,,,,,,,,18/06/2025 13:00
l2CByW5m,18/06/2025,14:00,EUROPE,EUROPE: EURO U19 WOMEN,Sweden U19 W,Italy U19 W,,,,,,,,18/06/2025 14:00
40X688wJ,18/06/2025,11:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Ilves,SJK,1.67,4.1,4.5,1.53,2.4,1.57,2.25,18/06/2025 11:00
ji6PQkgm,18/06/2025,11:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Mariehamn,KuPS,5.75,4.33,1.5,1.7,2.1,1.8,1.95,18/06/2025 11:00
C6fYOTNa,18/06/2025,15:00,FINLAND,FINLAND: VEIKKAUSLIIGA,HJK,Haka,1.45,4.75,6.25,1.5,2.5,1.7,2.05,18/06/2025 15:00
pY7uN7hC,18/06/2025,15:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Jaro,AC Oulu,2.55,3.4,2.7,2.1,1.7,1.91,1.91,18/06/2025 15:00
K8FgWBVP,18/06/2025,15:00,FINLAND,FINLAND: VEIKKAUSLIIGA,VPS,Gnistan,2.1,3.6,3.2,1.73,2.08,1.62,2.2,18/06/2025 15:00
xzBzUG8l,18/06/2025,11:00,FINLAND,FINLAND: YKKOSLIIGA,SJK Akatemia,KaPa,1.65,4.55,3.85,1.24,3.3,1.3,2.92,18/06/2025 11:00
p0ErSfw1,18/06/2025,12:30,FINLAND,FINLAND: YKKOSLIIGA,PK-35,SalPa,1.47,3.95,6.2,1.75,1.87,1.85,1.75,18/06/2025 12:30
Qe9n4rto,18/06/2025,12:30,FINLAND,FINLAND: YKKONEN,JJK Jyvaskyla,KuPS Akatemia,1.8,3.8,3.4,1.5,2.5,1.5,2.5,18/06/2025 12:30
8v9Ekd2E,18/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Foot Elite,SOAR,,,,,,,,18/06/2025 13:00
SrWRRhA7,18/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Kaloum Star,RCC Kamsar,,,,,,,,18/06/2025 13:00
EulgrEfl,18/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Loubha,Ashanti GB,,,,,,,,18/06/2025 13:00
fe7MmzXQ,18/06/2025,13:00,GUINEA,GUINEA: LIGUE 1,Wakriya,Milo FC,,,,,,,,18/06/2025 13:00
E9HHdtV9,18/06/2025,14:30,ICELAND,ICELAND: ICELANDIC CUP - QUARTER-FINALS,Vestri,Thor Akureyri,1.36,4.5,6.5,1.6,2.07,,,18/06/2025 14:30
pbidkbNq,18/06/2025,17:00,ICELAND,ICELAND: ICELANDIC CUP - QUARTER-FINALS,Stjarnan,Keflavik,1.65,4.0,3.95,1.52,2.22,,,18/06/2025 17:00
ETVnfwkA,18/06/2025,13:00,IRAQ,IRAQ: STARS LEAGUE,Al-Hudod,Naft Missan,6.0,3.5,1.52,2.07,1.6,,,18/06/2025 13:00
zqKehHJM,18/06/2025,15:30,IRAQ,IRAQ: STARS LEAGUE,Al Najaf,Zakho,6.4,3.4,1.52,2.2,1.53,,,18/06/2025 15:30
6RARnesp,18/06/2025,15:30,IRAQ,IRAQ: STARS LEAGUE,Newroz,Karbala,1.52,3.4,6.3,2.1,1.57,,,18/06/2025 15:30
xp0CsYBt,18/06/2025,06:30,JAPAN,JAPAN: EMPERORS CUP - 1/32-FINALS,Yokohama FC,Grulla Morioka,1.2,6.0,8.5,1.67,2.15,2.38,1.53,18/06/2025 06:30
bL1ARLLr,18/06/2025,07:00,JAPAN,JAPAN: EMPERORS CUP - 1/32-FINALS,FC Tokyo,Kanazawa,1.42,4.75,5.0,1.75,2.05,2.0,1.75,18/06/2025 07:00
W6woRCRa,18/06/2025,07:00,JAPAN,JAPAN: EMPERORS CUP - 1/32-FINALS,Gamba Osaka,Veertien Mie,1.27,5.25,7.0,1.67,2.15,2.2,1.62,18/06/2025 07:00
bJU1NUQO,18/06/2025,07:00,JAPAN,JAPAN: EMPERORS CUP - 1/32-FINALS,Hokkaido Consadole Sapporo,Oita Trinita,1.91,3.3,3.5,2.15,1.67,1.95,1.8,18/06/2025 07:00
QN11qlSQ,18/06/2025,12:00,LATVIA,LATVIA: VIRSLIGA,Grobina,Auda,7.1,4.6,1.33,1.57,2.1,,,18/06/2025 12:00
d6hXwSkl,18/06/2025,14:00,LATVIA,LATVIA: VIRSLIGA,Riga FC,RFS,2.0,3.15,3.45,2.0,1.65,,,18/06/2025 14:00
vVguEbpn,18/06/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Ahly Tripoli,Al-Ittihad,,,,,,,,18/06/2025 12:30
MDodAGqB,18/06/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Asswehly,Al Madina,,,,,,,,18/06/2025 12:30
QohmCxFb,18/06/2025,12:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Olympic Azzaweya,Al Ittihad Misurata,,,,,,,,18/06/2025 12:30
GrkaNCW0,18/06/2025,09:30,MALAWI,MALAWI: SUPER LEAGUE,Moyale Barracks,Mzuzu City,1.85,3.0,4.25,2.25,1.5,,,18/06/2025 09:30
2FZloB8L,18/06/2025,05:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Tuv Azarganuud,Khovd,1.9,3.9,3.1,,,,,18/06/2025 05:15
WUPKukWr,18/06/2025,08:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Deren,Brera Ilch,1.06,8.0,22.0,,,,,18/06/2025 08:15
WAHOVC2s,18/06/2025,15:00,MOROCCO,MOROCCO: EXCELLENCE CUP - PLAY OFFS - SEMI-FINALS,Dcheira,Raja Casablanca,,,,,,,,18/06/2025 15:00
2ua0yZvK,18/06/2025,17:00,MOROCCO,MOROCCO: EXCELLENCE CUP - PLAY OFFS - SEMI-FINALS,Union Touarga,Wydad Fes,,,,,,,,18/06/2025 17:00
61Fuss05,18/06/2025,06:00,MYANMAR,MYANMAR: MNL LEAGUE CUP - PLAY OFFS - QUARTER-FINALS,Dagon Port,Yadanarbon,3.0,3.6,2.0,,,,,18/06/2025 06:00
E7x7c2pn,18/06/2025,06:00,MYANMAR,MYANMAR: MNL LEAGUE CUP - PLAY OFFS - QUARTER-FINALS,Myawady,Shan Utd,14.0,6.9,1.12,,,,,18/06/2025 06:00
xhruS8yS,18/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,ASFAN,Olympic Niamey,,,,,,,,18/06/2025 12:15
dxPBMnak,18/06/2025,12:15,NIGER,NIGER: SUPER LIGUE,Sahel,Wombeye,,,,,,,,18/06/2025 12:15
zTogabpR,18/06/2025,12:45,NIGER,NIGER: SUPER LIGUE,Douanes Niamey,Liberte,,,,,,,,18/06/2025 12:45
n75bwHN7,18/06/2025,12:45,NIGER,NIGER: SUPER LIGUE,Renaissance,US Gendarmerie,,,,,,,,18/06/2025 12:45
4bALyLl2,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Kongsvinger,Aalesund,1.91,3.6,3.8,1.62,2.25,1.57,2.25,18/06/2025 14:00
K6h8aOt9,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Lillestrom,Asane,1.25,6.0,9.5,1.44,2.7,1.83,1.83,18/06/2025 14:00
SWeGc2BL,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Lyn,Raufoss,2.15,3.5,3.1,1.85,1.95,1.67,2.1,18/06/2025 14:00
C4XnhtZr,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Moss,Hodd,2.15,3.6,3.1,1.83,1.98,1.67,2.1,18/06/2025 14:00
bLVfjK3e,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Odd,Mjondalen,1.44,4.5,6.0,1.57,2.35,1.73,2.0,18/06/2025 14:00
fmP3lbY7,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Ranheim,Start,2.25,3.75,2.75,1.6,2.3,1.53,2.38,18/06/2025 14:00
nsCkC1QE,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Skeid,Sogndal,3.7,3.7,1.9,1.67,2.15,1.62,2.2,18/06/2025 14:00
r95bAueR,18/06/2025,14:00,NORWAY,NORWAY: OBOS-LIGAEN,Stabaek,Egersund,1.67,4.1,4.33,1.53,2.4,1.53,2.38,18/06/2025 14:00
pYHoFiBa,18/06/2025,21:00,PERU,PERU: LIGA 1 - APERTURA,Comerciantes Unidos,Alianza Lima,5.75,4.5,1.48,2.05,1.75,2.25,1.57,18/06/2025 21:00
SbWgz9xH,18/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Bullom Stars,Freetown City,1.72,3.05,5.0,,,,,18/06/2025 13:15
IqwRSQUj,18/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Kamboi Eagles,Ports Authority,2.2,2.77,3.4,,,,,18/06/2025 13:15
n1neYn7T,18/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Luawa,Kallon,1.82,2.95,4.55,,,,,18/06/2025 13:15
bJvwviwh,18/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Mighty Blackpool,Bai Bureh Warriors,3.65,3.0,1.98,,,,,18/06/2025 13:15
foYoxV74,18/06/2025,13:15,SIERRA LEONE,SIERRA LEONE: PREMIER LEAGUE,Wusum Stars,SLIFA,2.1,2.77,3.65,,,,,18/06/2025 13:15
CbWLLhs0,18/06/2025,10:00,SOUTH AFRICA,SOUTH AFRICA: BETWAY PREMIERSHIP - RELEGATION GROUP,Casric Stars,Cape Town City,3.1,2.67,2.62,2.8,1.38,2.2,1.6,18/06/2025 10:00
2uBlSO7M,18/06/2025,07:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Daejeon,Gimcheon Sangmu,3.0,3.6,2.2,1.75,2.05,1.67,2.1,18/06/2025 07:30
6DHuUpwA,18/06/2025,07:30,SOUTH KOREA,SOUTH KOREA: K LEAGUE 1,Jeju SK,Gwangju FC,2.55,3.1,2.88,2.25,1.62,2.0,1.73,18/06/2025 07:30
WU3zKghL,18/06/2025,14:00,SWEDEN,SWEDEN: SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS,Korsnas,Gefle,7.1,4.7,1.36,1.45,2.37,1.65,1.98,18/06/2025 14:00
Y9flO28C,18/06/2025,14:30,SWEDEN,SWEDEN: SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS,Assyriska FF,Sollentuna,1.93,3.8,3.2,1.45,2.37,1.44,2.4,18/06/2025 14:30
2J74IRmd,18/06/2025,12:00,TAJIKISTAN,TAJIKISTAN: VYSSHAYA LIGA,Khujand,Istiqlol Dushanbe,,,,,,,,18/06/2025 12:00
IZJokvsA,18/06/2025,10:00,TANZANIA,TANZANIA: LIGI KUU BARA,Azam,Tabora United,,,,,,,,18/06/2025 10:00
QaNgmIBM,18/06/2025,10:00,TANZANIA,TANZANIA: LIGI KUU BARA,Coastal Union,Fountain Gate,1.78,3.3,4.1,2.0,1.65,,,18/06/2025 10:00
